,mae,mse,rmse,r2,exp_itr
SOH_task7_Informer_tongji_ncm_CY45-05_1-#10_task7,0.04223113879561401,0.0036232941783960002,0.060193806886672,0.9287504553794861,20241.0
SOH_task7_Informer_tongji_ncm_CY45-05_1-#11_task7,0.034050736576318005,0.001997248968109,0.04469059035181901,0.9638296961784361,20241.0
SOH_task7_Informer_tongji_ncm_CY45-05_1-#12_task7,0.037638895213603,0.0020666103810070002,0.045459985733032005,0.96029132604599,20241.0
SOH_task7_Informer_tongji_ncm_CY45-05_1-#13_task7,0.034511145204305003,0.0019078553887080002,0.04367900267243301,0.9728986024856561,20241.0
SOH_task7_Informer_tongji_ncm_CY45-05_1-#14_task7,0.032668132334947,0.001756799640133,0.041914194822311006,0.9737062454223631,20241.0
SOH_task7_Informer_tongji_ncm_CY45-05_1-#15_task7,0.030177796259522,0.0014904475538060002,0.038606315851211,0.978492140769958,20241.0
SOH_task7_Informer_tongji_ncm_CY45-05_1-#16_task7,0.06337201595306301,0.006474166177213,0.08046220242977101,0.751455247402191,20241.0
SOH_task7_Informer_tongji_ncm_CY45-05_1-#17_task7,0.029297480359673004,0.00133568898309,0.036547079682350006,0.982379257678985,20241.0
SOH_task7_Informer_tongji_ncm_CY45-05_1-#18_task7,0.034577216953039,0.001712863915599,0.041386760771274005,0.9736666083335871,20241.0
SOH_task7_Informer_tongji_ncm_CY45-05_1-#19_task7,0.038398042321205,0.002392810769379,0.048916365951299,0.9628236889839171,20241.0
SOH_task7_Informer_tongji_ncm_CY45-05_1-#1_task7,0.046153005212545006,0.003680302761495,0.06066549941897301,0.9190846681594841,20241.0
SOH_task7_Informer_tongji_ncm_CY45-05_1-#20_task7,0.030881378799676003,0.0016497238539150002,0.040616791695356,0.9769570231437681,20241.0
SOH_task7_Informer_tongji_ncm_CY45-05_1-#21_task7,0.031202849000692003,0.0014267360093070001,0.037772160023450005,0.9823914170265191,20241.0
SOH_task7_Informer_tongji_ncm_CY45-05_1-#22_task7,0.024022653698921002,0.0009097530855790001,0.030162112787365,0.988671243190765,20241.0
SOH_task7_Informer_tongji_ncm_CY45-05_1-#23_task7,0.039263542741537004,0.0026241296436630003,0.051226258277893004,0.9148594141006471,20241.0
SOH_task7_Informer_tongji_ncm_CY45-05_1-#24_task7,0.020495181903243002,0.000650618690997,0.025507228448987004,0.991448700428009,20241.0
SOH_task7_Informer_tongji_ncm_CY45-05_1-#25_task7,0.032039862126111006,0.0015579117462030001,0.039470389485359005,0.9809239506721491,20241.0
SOH_task7_Informer_tongji_ncm_CY45-05_1-#26_task7,0.018810147419571002,0.000585855392273,0.024204449728131003,0.9920210838317871,20241.0
SOH_task7_Informer_tongji_ncm_CY45-05_1-#27_task7,0.032473742961883004,0.001530305016785,0.039119113236665004,0.9788405895233151,20241.0
SOH_task7_Informer_tongji_ncm_CY45-05_1-#28_task7,0.020200913771986,0.000619605591055,0.024891877546906003,0.9911855459213251,20241.0
SOH_task7_Informer_tongji_ncm_CY45-05_1-#2_task7,0.033513326197862,0.0023384527303270002,0.04835755005478801,0.955665707588195,20241.0
SOH_task7_Informer_tongji_ncm_CY45-05_1-#3_task7,0.041623588651418006,0.0028829257935280004,0.053692884743213,0.9619263410568231,20241.0
SOH_task7_Informer_tongji_ncm_CY45-05_1-#4_task7,0.044242221862077005,0.003108406206592,0.055753082036972004,0.955427110195159,20241.0
SOH_task7_Informer_tongji_ncm_CY45-05_1-#5_task7,0.041477844119071,0.0026584712322800003,0.051560364663600006,0.96214884519577,20241.0
SOH_task7_Informer_tongji_ncm_CY45-05_1-#6_task7,0.05481419339776,0.005500137340277001,0.074162907898426,0.9099574685096741,20241.0
SOH_task7_Informer_tongji_ncm_CY45-05_1-#7_task7,0.046069547533988,0.0036678421311080005,0.060562711209058005,0.935069024562835,20241.0
SOH_task7_Informer_tongji_ncm_CY45-05_1-#8_task7,0.045465916395187,0.0036952432710670004,0.060788512229919,0.9319875240325921,20241.0
SOH_task7_Informer_tongji_ncm_CY45-05_1-#9_task7,0.036373071372509,0.00248401146382,0.049839857965707,0.957460582256317,20241.0
0,0.03628734239776164,0.002368864925561108,0.046793216307247865,0.9547971252884182,
