,mae,mse,rmse,r2
3C_battery-1,0.029626892879605002,0.001853945781476,0.043057470681367005,0.9648821039727651
3C_battery-10,0.039126690477132006,0.0028353885281830003,0.053248366436756005,0.942873706373441
3C_battery-11,0.077924132347106,0.014084864407777,0.11867967141755001,0.7603712107164701
3C_battery-12,0.089501783251762,0.016535073518753,0.12858877679935,0.554907171645807
3C_battery-13,0.031932912766933004,0.002010305877774,0.044836434713020006,0.9690915946120771
3C_battery-14,0.19876235723495403,0.063250124454498,0.251495774227914,-1.436268412059895
3C_battery-15,0.052641492336988005,0.0064135938882820005,0.08008491673394401,0.8799928057256521
3C_battery-2,0.052327036857604,0.007148997858166001,0.084551746629899,0.8368651689457081
3C_battery-3,0.073546707630157,0.010074382647871001,0.100371224202317,0.80520405317341
3C_battery-4,0.020972879603505003,0.0009428662597200001,0.030706127396989004,0.979957906087594
3C_battery-5,0.043591108173131006,0.0034803308080880004,0.058994328609521,0.9345342013112561
3C_battery-6,0.035956628620624,0.0030914747621860004,0.055601032024472,0.9289753010093431
3C_battery-7,0.035046156495809,0.0019616112112990003,0.044290080281027,0.974214521163654
3C_battery-8,0.036586936563253,0.0022560136858370003,0.047497512417361006,0.9434944832173201
3C_battery-9,0.027393030002713002,0.001180041581392,0.034351733309867,0.9753506500707471
0,0.0563291163494184,0.009141267684753467,0.07842367972542363,0.7342964310643566
