,mae,mse,rmse,r2,exp_itr
rul_task6_TSMixer_tongji_nca_CY25-025_1-#7_task6,124.50360870361328,16222.2578125,127.36663055419922,-6.22358512878418,1.0
rul_task6_TSMixer_tongji_nca_CY25-05_1-#12_task6,36.782188415527344,1399.0875244140625,37.40437698364258,0.19131541252136203,1.0
rul_task6_TSMixer_tongji_nca_CY25-05_1-#18_task6,37.63307189941406,1589.1478271484375,39.86411666870117,0.25763142108917203,1.0
rul_task6_TSMixer_tongji_nca_CY25-05_1-#3_task6,40.0568733215332,1992.82080078125,44.641021728515625,-0.042789340019226005,1.0
rul_task6_TSMixer_tongji_nca_CY25-05_1-#5_task6,25.04476547241211,939.3455200195312,30.648744583129883,0.612731277942657,1.0
rul_task6_TSMixer_tongji_nca_CY25-1_1-#4_task6,29.514150619506836,966.3477172851562,31.08613395690918,-2.341092824935913,1.0
rul_task6_TSMixer_tongji_nca_CY25-1_1-#5_task6,33.70943069458008,1263.1287841796875,35.540523529052734,-2.5492725372314453,1.0
rul_task6_TSMixer_tongji_nca_CY35-05_1-#1_task6,169.24981689453125,30380.240234375,174.29928588867188,-0.9298192262649531,1.0
rul_task6_TSMixer_tongji_nca_CY45-05_1-#11_task6,205.9910430908203,46502.43359375,215.64422607421875,-1.5440006256103511,1.0
rul_task6_TSMixer_tongji_nca_CY45-05_1-#15_task6,167.0417022705078,30247.955078125,173.9193878173828,-1.475142240524292,1.0
rul_task6_TSMixer_tongji_nca_CY45-05_1-#18_task6,193.8037872314453,41313.453125,203.25711059570312,-1.472446203231811,1.0
rul_task6_TSMixer_tongji_nca_CY45-05_1-#1_task6,204.4105987548828,45932.84375,214.31948852539062,-0.952868461608886,1.0
rul_task6_TSMixer_tongji_nca_CY45-05_1-#25_task6,229.65817260742188,57578.4375,239.955078125,-1.180135250091552,1.0
0,115.18455461355356,21255.961482121395,120.61124038696289,-1.3576518251345708,
