,mae,mse,rmse,r2,exp_itr
soh_task8_TSMixer_hust_pseudo_HUST_1-1_task8,0.307849794626235,0.09585055708885101,0.30959740281105,-0.023196101188659002,20241.0
soh_task8_TSMixer_hust_pseudo_HUST_1-2_task8,0.10950262099504401,0.012730505317449,0.11282954365015001,0.858023226261138,20241.0
soh_task8_TSMixer_hust_pseudo_HUST_10-1_task8,0.07808632403612101,0.006745657417923,0.08213195204734801,0.9262946248054501,20241.0
soh_task8_TSMixer_hust_pseudo_HUST_10-4_task8,0.10355384647846201,0.012040277943015001,0.10972820222377701,0.8585452437400811,20241.0
soh_task8_TSMixer_hust_pseudo_HUST_10-6_task8,0.07108562439680101,0.005767112597823001,0.075941510498523,0.9393225908279411,20241.0
soh_task8_TSMixer_hust_pseudo_HUST_10-7_task8,0.034208975732326,0.002250348683446,0.047437839210033,0.9756813645362851,20241.0
soh_task8_TSMixer_hust_pseudo_HUST_2-5_task8,0.15511143207550002,0.026033282279968,0.161348327994346,0.7298033237457271,20241.0
soh_task8_TSMixer_hust_pseudo_HUST_3-1_task8,0.086596630513668,0.010089039802551,0.10044421255588501,0.8927149772644041,20241.0
soh_task8_TSMixer_hust_pseudo_HUST_4-5_task8,0.151745170354843,0.024811485782265,0.15751661360263802,0.739490509033203,20241.0
soh_task8_TSMixer_hust_pseudo_HUST_5-3_task8,0.032331142574548,0.0013207050506020002,0.03634150698781,0.984917879104614,20241.0
soh_task8_TSMixer_hust_pseudo_HUST_6-1_task8,0.30680164694786,0.09499082714319201,0.30820581316947904,-0.016045093536376002,20241.0
soh_task8_TSMixer_hust_pseudo_HUST_6-2_task8,0.130050718784332,0.019843507558107,0.140866979956626,0.807746648788452,20241.0
soh_task8_TSMixer_hust_pseudo_HUST_6-6_task8,0.158841863274574,0.026293631643056002,0.162153109908103,0.676432013511657,20241.0
soh_task8_TSMixer_hust_pseudo_HUST_6-8_task8,0.07989702373743,0.008270245045423001,0.0909408852458,0.915418446063995,20241.0
soh_task8_TSMixer_hust_pseudo_HUST_7-5_task8,0.13424789905548,0.0216218624264,0.14704374969005501,-0.232452154159545,20241.0
soh_task8_TSMixer_hust_pseudo_HUST_7-6_task8,0.20772399008274,0.044555313885211,0.21108129620552002,0.5158815979957581,20241.0
soh_task8_TSMixer_hust_pseudo_HUST_8-1_task8,0.258648604154586,0.06809348613023701,0.260947287082672,0.279300868511199,20241.0
soh_task8_TSMixer_hust_pseudo_HUST_8-5_task8,0.34383642673492404,0.11956621706485701,0.345783472061157,-0.228523015975952,20241.0
soh_task8_TSMixer_hust_pseudo_HUST_8-6_task8,0.137999504804611,0.019820347428321002,0.14078475534915902,0.7814170718193051,20241.0
soh_task8_TSMixer_hust_pseudo_HUST_8-8_task8,0.037608060985803,0.0039809797890480005,0.06309500336647,0.9586966633796691,20241.0
soh_task8_TSMixer_hust_pseudo_HUST_9-4_task8,0.08929940313100801,0.009930533356964,0.09965205937623901,0.88685542345047,20241.0
soh_task8_TSMixer_hust_pseudo_HUST_9-6_task8,0.137478053569793,0.021456085145473,0.14647895097732502,0.7683662176132201,20241.0
0,0.1432956707748495,0.02982100039000828,0.150470476089553,0.6361223784360018,
