,mae,mse,rmse,r2,exp_itr
rul_task8_TSMixer_hust_pseudo_HUST_1-1_task8,690.1886596679688,494328.5,703.0849609375,-0.8584322929382321,20241.0
rul_task8_TSMixer_hust_pseudo_HUST_1-2_task8,431.2564392089844,209030.953125,457.19903564453125,0.721293568611145,20241.0
rul_task8_TSMixer_hust_pseudo_HUST_10-1_task8,370.60589599609375,165385.3125,406.6759338378906,0.6020706295967101,20241.0
rul_task8_TSMixer_hust_pseudo_HUST_10-4_task8,348.80816650390625,142166.5625,377.0498046875,0.660979151725769,20241.0
rul_task8_TSMixer_hust_pseudo_HUST_10-6_task8,306.6932067871094,123094.546875,350.84832763671875,0.807472646236419,20241.0
rul_task8_TSMixer_hust_pseudo_HUST_10-7_task8,141.04302978515625,26257.56640625,162.0418701171875,0.9299674034118651,20241.0
rul_task8_TSMixer_hust_pseudo_HUST_2-5_task8,242.62222290039062,64863.14453125,254.68243408203125,0.6908662319183351,20241.0
rul_task8_TSMixer_hust_pseudo_HUST_3-1_task8,144.7425537109375,25230.716796875,158.841796875,0.9469497799873351,20241.0
rul_task8_TSMixer_hust_pseudo_HUST_4-5_task8,421.6147155761719,204144.296875,451.82330322265625,0.41525858640670704,20241.0
rul_task8_TSMixer_hust_pseudo_HUST_5-3_task8,258.68060302734375,78637.53125,280.423828125,0.892815589904785,20241.0
rul_task8_TSMixer_hust_pseudo_HUST_6-1_task8,705.2322998046875,514118.59375,717.0206298828125,-0.748562812805175,20241.0
rul_task8_TSMixer_hust_pseudo_HUST_6-2_task8,370.97113037109375,163993.203125,404.96075439453125,0.6697816848754881,20241.0
rul_task8_TSMixer_hust_pseudo_HUST_6-6_task8,325.8692321777344,111317.4453125,333.6427001953125,0.7787283658981321,20241.0
rul_task8_TSMixer_hust_pseudo_HUST_6-8_task8,136.44073486328125,26322.697265625,162.24270629882812,0.956681132316589,20241.0
rul_task8_TSMixer_hust_pseudo_HUST_7-5_task8,410.0585021972656,258947.75,508.86907958984375,-7.580316543579102,20241.0
rul_task8_TSMixer_hust_pseudo_HUST_7-6_task8,536.6735229492188,311802.6875,558.3929443359375,-0.073826909065246,20241.0
rul_task8_TSMixer_hust_pseudo_HUST_8-1_task8,541.62158203125,308387.3125,555.3262939453125,-0.35193884372711104,20241.0
rul_task8_TSMixer_hust_pseudo_HUST_8-5_task8,669.9323120117188,465177.0625,682.0388793945312,-0.898133993148803,20241.0
rul_task8_TSMixer_hust_pseudo_HUST_8-6_task8,479.31732177734375,257269.390625,507.2173156738281,0.6058521866798401,20241.0
rul_task8_TSMixer_hust_pseudo_HUST_8-8_task8,157.66136169433594,31990.46484375,178.85877990722656,0.912543952465057,20241.0
rul_task8_TSMixer_hust_pseudo_HUST_9-4_task8,173.1419677734375,36129.8046875,190.0784149169922,0.927645027637481,20241.0
rul_task8_TSMixer_hust_pseudo_HUST_9-6_task8,143.730712890625,24120.015625,155.3061981201172,0.9409332275390621,20241.0
0,363.95028062300247,183759.79811789774,388.93754508278585,0.08857398954304779,
