,mae,mse,rmse,r2,exp_itr
SOH_task6_MambaLithium_tongji_nca_CY25-025_1-#7_task6,0.084638975560665,0.008317688480019,0.091201364994049,0.8659061193466181,2024.0
SOH_task6_MambaLithium_tongji_nca_CY25-05_1-#12_task6,0.041497431695461,0.0026096838992080004,0.051085066050291006,0.9641097784042351,2024.0
SOH_task6_MambaLithium_tongji_nca_CY25-05_1-#18_task6,0.035871855914592,0.0023105321452020003,0.048067994415760006,0.959513485431671,2024.0
SOH_task6_MambaLithium_tongji_nca_CY25-05_1-#3_task6,0.041159570217132006,0.002702321391552,0.05198385566473,0.9525265693664551,2024.0
SOH_task6_MambaLithium_tongji_nca_CY25-05_1-#5_task6,0.030225155875086004,0.0015395712107410002,0.039237368851900004,0.972893476486206,2024.0
SOH_task6_MambaLithium_tongji_nca_CY25-1_1-#4_task6,0.17979465425014401,0.052361208945512,0.22882571816444303,0.40799504518508906,2024.0
SOH_task6_MambaLithium_tongji_nca_CY25-1_1-#5_task6,0.056505884975194,0.0060268556699150004,0.077632829546928,0.9176726341247551,2024.0
SOH_task6_MambaLithium_tongji_nca_CY35-05_1-#1_task6,0.067269042134284,0.006082836538553,0.077992543578147,0.889947474002838,2024.0
SOH_task6_MambaLithium_tongji_nca_CY45-05_1-#11_task6,0.035809203982353,0.0018007400212800002,0.042435128241777004,0.962750554084777,2024.0
SOH_task6_MambaLithium_tongji_nca_CY45-05_1-#15_task6,0.030560659244656,0.0014259557938200002,0.037761829793453,0.972613513469696,2024.0
SOH_task6_MambaLithium_tongji_nca_CY45-05_1-#18_task6,0.035035926848649,0.0017381412908430002,0.041691020131111006,0.9656485915184021,2024.0
SOH_task6_MambaLithium_tongji_nca_CY45-05_1-#1_task6,0.031979139894247,0.0014133683871470001,0.037594791501760004,0.9718636274337761,2024.0
SOH_task6_MambaLithium_tongji_nca_CY45-05_1-#25_task6,0.05643429234623901,0.004388288129121,0.066244155168533,0.910519123077392,2024.0
0,0.055906291764515545,0.007132091684839462,0.06859643585406784,0.901073845533224,
