,mae,mse,rmse,r2,exp_itr
RUL_task1_MambaLithium_tri_pseudo_policy1C(4%)-6C_id9_cl300_task1,9.999529838562012,170.5069580078125,13.057831764221191,0.9783889651298521,2024.0
RUL_task1_MambaLithium_tri_pseudo_policy2C(10%)-6C_id10_cl148_task1,22.264705657958984,1120.9886474609375,33.48116683959961,-0.8500905036926271,2024.0
RUL_task1_MambaLithium_tri_pseudo_policy2C(2%)-5C_id11_cl438_task1,15.028728485107422,368.3644104003906,19.192821502685547,0.9782333970069881,2024.0
RUL_task1_MambaLithium_tri_pseudo_policy2C(7%)-5.5C_id12_cl335_task1,10.63094425201416,201.03341674804688,14.178625106811523,0.9804934263229371,2024.0
RUL_task1_MambaLithium_tri_pseudo_policy3.6C(22%)-5.5C_id13_cl444_task1,8.49234390258789,201.86843872070312,14.208041191101074,0.987422704696655,2024.0
RUL_task1_MambaLithium_tri_pseudo_policy4.4C(55%)-6C_id19_cl461_task1,14.813324928283691,419.0172119140625,20.46990966796875,0.9768034815788261,2024.0
RUL_task1_MambaLithium_tri_pseudo_policy4.9C(27%)-4.75C_id24_cl468_task1,11.43730640411377,235.11859130859375,15.333577156066895,0.9858623743057251,2024.0
RUL_task1_MambaLithium_tri_pseudo_policy4C(31%)-5C_id28_cl458_task1,14.284371376037598,334.71356201171875,18.29517936706543,0.9819861054420471,2024.0
RUL_task1_MambaLithium_tri_pseudo_policy5.2C(71%)-3C_id36_cl463_task1,8.254053115844727,109.37019348144531,10.458020210266113,0.9935941100120541,2024.0
RUL_task1_MambaLithium_tri_pseudo_policy5.6C(47%)-4C_id39_cl465_task1,9.377270698547363,142.31069946289062,11.929405212402344,0.9917879104614251,2024.0
RUL_task1_MambaLithium_tri_pseudo_policy5.6C(58%)-3.5C_id40_cl459_task1,9.14647388458252,134.77603149414062,11.609308242797852,0.9923633337020871,2024.0
RUL_task1_MambaLithium_tri_pseudo_policy5.6C(65%)-3C_id42_cl429_task1,19.250059127807617,721.7097778320312,26.864656448364258,0.9544344544410701,2024.0
RUL_task1_MambaLithium_tri_pseudo_policy6C(20%)-4.5C_id43_cl466_task1,20.758039474487305,787.860595703125,28.06885528564453,0.949181377887725,2024.0
RUL_task1_MambaLithium_tri_pseudo_policy6C(31%)-4.25C_id44_cl462_task1,12.306619644165039,340.5321960449219,18.453514099121094,0.9814102053642271,2024.0
RUL_task1_MambaLithium_tri_pseudo_policy6C(40%)-4C_id45_cl457_task1,14.7293062210083,422.20916748046875,20.5477294921875,0.976203799247741,2024.0
RUL_task1_MambaLithium_tri_pseudo_policy6C(52%)-3.5C_id47_cl429_task1,10.389124870300293,191.09010314941406,13.82353401184082,0.9878628849983211,2024.0
0,13.197637617588043,368.84187507629395,18.123260974884033,0.8653711266815661,
