,mae,mse,rmse,r2
CY25-05_1-#1,0.282489866018295,0.11378284543752601,0.33731712888249005,-14.529105511215047
CY25-05_1-#10,0.24963521957397403,0.082530185580253,0.28728067387183104,-47.1252993636383
CY25-05_1-#11,0.25725170969963,0.088102772831916,0.29682111251040805,-48.44213066724456
CY25-05_1-#12,0.29437446594238204,0.12392740696668601,0.35203324696211,-35.147316101972635
CY25-05_1-#13,0.213284984230995,0.06715791672468101,0.259148445344906,-37.143456914011
CY25-05_1-#14,0.2883882522583,0.12407309561967801,0.35224011074787903,-84.41118341725817
CY25-05_1-#15,0.303086161613464,0.11507648974657,0.33922925838814405,-28.87601438855875
CY25-05_1-#16,0.24127711355686102,0.07939016073942101,0.281762596416596,-17.912036012265677
CY25-05_1-#17,0.21567121148109403,0.062067966908216005,0.24913443541232203,-16.82861113959118
CY25-05_1-#18,0.285605251789093,0.11782132834196,0.34325111557278404,-15.163642622008204
CY25-05_1-#19,0.282887905836105,0.112348303198814,0.335183984102484,-16.14344277374211
CY25-05_1-#2,0.273927241563797,0.09958035498857401,0.31556355142597603,-19.88778825426106
CY25-05_1-#20,0.28897958993911704,0.11216890811920101,0.33491627031125504,-18.579796606664956
CY25-05_1-#21,0.22800190746784202,0.07447440177202201,0.272899984924921,-33.41608186695058
CY25-05_1-#22,0.280748665332794,0.11483468115329701,0.33887266215098705,-14.683313077828268
CY25-05_1-#23,0.302127599716186,0.12224932014942101,0.349641702531922,-18.69694597554449
CY25-05_1-#3,0.23937319219112302,0.07784705609083101,0.27901085299828704,-33.884134004170114
CY25-05_1-#4,0.243980199098587,0.08188291639089501,0.28615191138780705,-37.764860304877956
CY25-05_1-#5,0.22061149775981903,0.068698428571224,0.262103850737115,-17.41664469316896
CY25-05_1-#6,0.26202160120010304,0.09315082430839501,0.305206199655897,-19.648856613364224
CY25-05_1-#7,0.27397042512893605,0.107672557234764,0.328134968015851,-15.475347860913342
CY25-05_1-#8,0.247305914759635,0.08222387731075201,0.286747061555568,-20.898198601670675
CY25-05_1-#9,0.20292542874813002,0.065208345651626,0.25535924822028,-23.21590523035341
CY45-05_1-#1,0.26723167300224304,0.09569311887025801,0.30934304399850004,-12.688557745841843
CY45-05_1-#10,0.277907699346542,0.10929767787456501,0.330601993149716,-13.314217308763219
CY45-05_1-#11,0.24287630617618503,0.073362119495868,0.270854424914692,-11.363475375836641
CY45-05_1-#12,0.24696078896522503,0.088336125016212,0.29721393812574204,-11.398910781496761
CY45-05_1-#13,0.242991104722023,0.07819970697164501,0.27964210514807203,-11.533416379056538
CY45-05_1-#14,0.23966234922409002,0.077552698552608,0.27848285145159,-11.014302795113167
CY45-05_1-#15,0.295881897211074,0.120683394372463,0.34739515594271403,-16.324173090585703
CY45-05_1-#16,0.18125158548355103,0.06759206950664501,0.259984748603923,-9.65475608779211
CY45-05_1-#17,0.264789313077926,0.08827608078718101,0.29711290915606703,-12.015250436627959
CY45-05_1-#18,0.259440958499908,0.08477273583412101,0.291157579042898,-10.856711121503732
CY45-05_1-#19,0.23811495304107602,0.08858805894851601,0.29763746227334503,-11.911068739704955
CY45-05_1-#2,0.270590394735336,0.098280802369117,0.313497691170314,-12.642647374557939
CY45-05_1-#20,0.24410891532897902,0.091411940753459,0.302344076762651,-12.02445637903579
CY45-05_1-#21,0.252138316631317,0.09540831297636,0.30888236106382,-10.878670843776229
CY45-05_1-#22,0.24337717890739402,0.09277457743883101,0.30458919455363304,-12.351398947112584
CY45-05_1-#23,0.212977021932601,0.06847701221704401,0.261681126979086,-10.837955625859912
CY45-05_1-#24,0.246048405766487,0.095091260969638,0.308368709452886,-11.988156567655006
CY45-05_1-#25,0.22965748608112302,0.07725819945335301,0.277953592265604,-10.085235032009493
CY45-05_1-#26,0.24006500840187,0.087639518082141,0.29603972382459404,-12.574873696998475
CY45-05_1-#27,0.22816541790962203,0.074167698621749,0.27233747193831004,-10.49108273209134
CY45-05_1-#28,0.237044975161552,0.08806449174880901,0.29675662039592204,-12.74130558780283
CY45-05_1-#3,0.23890084028244002,0.081967018544673,0.28629882735469503,-40.50048049902076
CY45-05_1-#4,0.210405439138412,0.06459055095911001,0.254146711485925,-31.55826946524082
CY45-05_1-#5,0.24475364387035303,0.082707166671752,0.28758853710075605,-38.44371594006416
CY45-05_1-#6,0.21301507949829102,0.06001504883170101,0.24497969065149303,-13.934175548201333
CY45-05_1-#7,0.27757984399795504,0.10603831708431201,0.325635251599565,-18.4832173666187
CY45-05_1-#8,0.28117674589157104,0.11013236641883802,0.331861968925091,-15.619511609481453
CY45-05_1-#9,0.28079754114151,0.110294207930564,0.33210571800341604,-14.98297686948667
0,0.2526634566339789,0.09103808668898541,0.30024517367574194,-20.735354548011955
