,mae,mse,rmse,r2
CY25-025_1-#7,0.177523434162139,0.039853017777204,0.199632206262427,-0.8730652026452621
CY25-05_1-#12,0.22295826673507602,0.057633765041828,0.24007033353129603,-2.735199453443455
CY25-05_1-#18,0.24671301245689303,0.079433433711528,0.281839375729383,-4.696573788111563
CY25-05_1-#3,0.27585145831108004,0.10447224974632201,0.323221672767038,-6.79730257610718
CY25-05_1-#5,0.20275762677192602,0.06269183009862901,0.25038336625788205,-5.5419643981288
CY25-1_1-#4,0.335260331630706,0.139025405049324,0.372861106914255,-9.472029640937356
CY25-1_1-#5,0.274351090192794,0.10452893376350401,0.323309346854531,-7.963779187040883
CY35-05_1-#1,0.12860766053199701,0.033524930477142,0.18309814438475902,-3.491448464986831
CY45-05_1-#1,0.160901829600334,0.038534469902515,0.19630198649661001,-2.230865308967098
CY45-05_1-#11,0.18057401478290502,0.036308605223894,0.190548170350423,-0.8212007486303351
CY45-05_1-#15,0.22415603697299902,0.061632245779037004,0.248258425393857,-16.389533943130655
CY45-05_1-#18,0.16079519689083102,0.035530302673578006,0.18849483460715302,-2.343237840274277
CY45-05_1-#25,0.109719946980476,0.018491217866539,0.135982417490423,0.086018540235112
0,0.20770537738616585,0.06243541593161877,0.24107702977231055,-4.866937077859121
