,mae,mse,rmse,r2
SOH_DeNN_voting_tongji_task7_CY45-05_1-#1,0.063942544162273,0.005865682847797001,0.076587746068139,0.891448195299789
SOH_DeNN_voting_tongji_task7_CY45-05_1-#10,0.066824689507484,0.006529405713081001,0.080804738184597,0.871572633529455
SOH_DeNN_voting_tongji_task7_CY45-05_1-#11,0.090806677937507,0.011297180317342,0.106288194628294,0.8450530804309571
SOH_DeNN_voting_tongji_task7_CY45-05_1-#12,0.084755539894104,0.010615196079015001,0.10303007366306001,0.8688644018390521
SOH_DeNN_voting_tongji_task7_CY45-05_1-#13,0.101505525410175,0.014336659573018001,0.11973579069358702,0.824879945936959
SOH_DeNN_voting_tongji_task7_CY45-05_1-#14,0.08726609498262401,0.011932281777262,0.10923498421871301,0.8497626494352871
SOH_DeNN_voting_tongji_task7_CY45-05_1-#15,0.050815347582101,0.005156027618795,0.07180548460107701,0.8991894002984511
SOH_DeNN_voting_tongji_task7_CY45-05_1-#16,0.14820882678031902,0.027473276481032004,0.165750645492053,0.554666018112647
SOH_DeNN_voting_tongji_task7_CY45-05_1-#17,0.04521507397294,0.003396750893443,0.058281651430307,0.9458891537153431
SOH_DeNN_voting_tongji_task7_CY45-05_1-#18,0.042988128960132,0.0031652313191440004,0.056260388544200006,0.9480031731148421
SOH_DeNN_voting_tongji_task7_CY45-05_1-#19,0.058303724974393005,0.0055638421326870005,0.074591166586182,0.9332288298525571
SOH_DeNN_voting_tongji_task7_CY45-05_1-#2,0.067825503647327,0.006997083313763,0.083648570303162,0.8706353947869341
SOH_DeNN_voting_tongji_task7_CY45-05_1-#20,0.058769255876541006,0.005758406594395001,0.075884165636815,0.9301283527072141
SOH_DeNN_voting_tongji_task7_CY45-05_1-#21,0.06543435156345301,0.006808664649724,0.08251463294304201,0.9209345238711021
SOH_DeNN_voting_tongji_task7_CY45-05_1-#22,0.059353876858949,0.005937402136623001,0.077054540013057,0.930291851063701
SOH_DeNN_voting_tongji_task7_CY45-05_1-#23,0.10857434570789301,0.015187341719865001,0.12323693326217501,0.8070402140409181
SOH_DeNN_voting_tongji_task7_CY45-05_1-#24,0.061804119497537,0.006258552428334001,0.07911101331884801,0.92724166861371
SOH_DeNN_voting_tongji_task7_CY45-05_1-#25,0.064216136932373,0.006897885818034,0.083053511774243,0.921877668282387
SOH_DeNN_voting_tongji_task7_CY45-05_1-#26,0.062458608299493006,0.006363685708492,0.07977271280640301,0.926909702089128
SOH_DeNN_voting_tongji_task7_CY45-05_1-#27,0.065545074641704,0.007529801689088,0.08677442992661101,0.9187251013467731
SOH_DeNN_voting_tongji_task7_CY45-05_1-#28,0.065836362540721,0.007039187476038,0.083899865768896,0.919105057916026
SOH_DeNN_voting_tongji_task7_CY45-05_1-#3,0.083016119897365,0.010875434614717001,0.104285351870327,0.769029932472993
SOH_DeNN_voting_tongji_task7_CY45-05_1-#4,0.08315083384513801,0.010265028104186,0.10131647498894701,0.7977007166246871
SOH_DeNN_voting_tongji_task7_CY45-05_1-#5,0.08621948212385101,0.011198881082236,0.10582476592101,0.7524714236484431
SOH_DeNN_voting_tongji_task7_CY45-05_1-#6,0.101610623300075,0.014261559583246002,0.11942177181421601,0.723571907893461
SOH_DeNN_voting_tongji_task7_CY45-05_1-#7,0.06549712270498201,0.006656540557742001,0.08158762502819901,0.878207716664103
SOH_DeNN_voting_tongji_task7_CY45-05_1-#8,0.07515277713537201,0.0076492377556860005,0.087459920853417,0.849180224976756
SOH_DeNN_voting_tongji_task7_CY45-05_1-#9,0.065292738378047,0.00645119510591,0.080319332080827,0.8825393504947071
0,0.07429962525410261,0.008838122253239107,0.09134058865787156,0.8627910103235138
