,mae,mse,rmse,r2
RUL_DeNN_voting_mit_task2_3.6-6-5.6-4.755_11,35.100067138671875,2003.756591796875,44.76333981950939,0.9624081346716871
RUL_DeNN_voting_mit_task2_3.6-6-5.6-4.755_12,43.2391471862793,3450.01171875,58.73680037889364,0.9300978213497311
RUL_DeNN_voting_mit_task2_3.6-6-5.6-4.755_27,75.74182891845703,9442.5751953125,97.17291389740507,0.817167129657129
RUL_DeNN_voting_mit_task2_3.6-6-5.6-4.755_29,47.9290885925293,4235.09814453125,65.07763167580124,0.9008694885235311
RUL_DeNN_voting_mit_task2_3.6-6-5.6-4.755_38,27.172109603881836,1239.05029296875,35.20014620663883,0.9573308755527281
0,45.83644828796387,4074.098388671875,60.19016639564963,0.9135746899509612
