,mae,mse,rmse,r2
RUL_DeNN_voting_hust_task8_1-1,111.27342987060547,19021.84375,137.91970036945412,0.858321654396974
RUL_DeNN_voting_hust_task8_1-2,138.36419677734375,27563.580078125,166.0228299907124,0.949771674327035
RUL_DeNN_voting_hust_task8_10-1,66.24610137939453,6215.076171875,78.8357544003671,0.9720160249269441
RUL_DeNN_voting_hust_task8_10-4,54.18022537231445,6505.4697265625,80.65649215384029,0.9762997512716731
RUL_DeNN_voting_hust_task8_10-6,85.99736785888672,13612.8876953125,116.67428035052326,0.9697369446713181
RUL_DeNN_voting_hust_task8_10-7,46.3818359375,3962.712646484375,62.95008059156378,0.986064224269479
RUL_DeNN_voting_hust_task8_2-5,84.24109649658203,11808.2158203125,108.66561471004754,0.9296233029218031
RUL_DeNN_voting_hust_task8_3-1,37.85842514038086,2654.91943359375,51.525910313101214,0.9913060055285091
RUL_DeNN_voting_hust_task8_4-5,48.82127380371094,5821.96044921875,76.30177225476974,0.9663335136027781
RUL_DeNN_voting_hust_task8_5-3,95.81085205078125,14107.6162109375,118.77548657419804,0.97854235211116
RUL_DeNN_voting_hust_task8_6-1,146.41673278808594,33734.578125,183.6697528854438,0.769598554637211
RUL_DeNN_voting_hust_task8_6-2,95.28325653076172,13241.3203125,115.07093600253715,0.9599779322275641
RUL_DeNN_voting_hust_task8_6-6,255.07781982421875,106239.0390625,325.9433065158725,0.757499906821938
RUL_DeNN_voting_hust_task8_6-8,93.36881256103516,15990.9912109375,126.45549102722863,0.973579143520334
RUL_DeNN_voting_hust_task8_7-5,39.608036041259766,2681.629638671875,51.7844536388275,0.9907059332059501
RUL_DeNN_voting_hust_task8_7-6,68.99869537353516,8586.005859375,92.66070288625595,0.9318273863617601
RUL_DeNN_voting_hust_task8_8-1,72.83253479003906,10245.6962890625,101.22102691171682,0.8993363609678141
RUL_DeNN_voting_hust_task8_8-5,99.78601837158203,21388.224609375,146.24713538861198,0.779158899316378
RUL_DeNN_voting_hust_task8_8-6,107.49505615234375,18331.068359375,135.39227584827356,0.954633785438696
RUL_DeNN_voting_hust_task8_8-8,40.917091369628906,2960.134765625,54.40712054157066,0.987955812806754
RUL_DeNN_voting_hust_task8_9-4,56.0754508972168,5655.013671875,75.19982494577364,0.9817235194222581
RUL_DeNN_voting_hust_task8_9-6,54.897857666015625,5543.48095703125,74.45455632149888,0.9770720132674321
0,86.36055304787375,16175.97567471591,112.76520475555402,0.9336856680009892
