,mae,mse,rmse,r2
SOH_CY45-05_1-#10_lstm_mmd,0.09772749990224801,0.013131680898368001,0.11459354649529001,0.7652486842626991
SOH_CY45-05_1-#11_lstm_mmd,0.09006025642156601,0.011874659918248001,0.10897091317525301,0.8123981019866
SOH_CY45-05_1-#12_lstm_mmd,0.080112986266613,0.009682389907538001,0.098399135705243,0.8499093753294451
SOH_CY45-05_1-#13_lstm_mmd,0.090965114533901,0.012018449604511,0.10962868969622501,0.813227492592628
SOH_CY45-05_1-#14_lstm_mmd,0.079140089452266,0.009829999879002,0.09914635585336701,0.8456329342142521
SOH_CY45-05_1-#15_lstm_mmd,0.06940472871065101,0.007378892041742,0.08590047754083001,0.868392647995859
SOH_CY45-05_1-#16_lstm_mmd,0.138012126088142,0.025927690789103,0.161020777507449,0.5702809813577421
SOH_CY45-05_1-#17_lstm_mmd,0.066660329699516,0.006970691960304001,0.083490669899725,0.8867433454799981
SOH_CY45-05_1-#18_lstm_mmd,0.070605888962745,0.007748551666736001,0.088025857943769,0.871578446168595
SOH_CY45-05_1-#19_lstm_mmd,0.062832608819007,0.006097775418311,0.07808825403549001,0.9055645849270421
SOH_CY45-05_1-#1_lstm_mmd,0.09752115607261601,0.013236308470368,0.115049156756442,0.7645829648856131
SOH_CY45-05_1-#20_lstm_mmd,0.063328869640827,0.006215590983629,0.07883901942331101,0.903775625428275
SOH_CY45-05_1-#21_lstm_mmd,0.063296504318714,0.006209812127053,0.078802361176894,0.903424376974411
SOH_CY45-05_1-#22_lstm_mmd,0.061611548066139006,0.0058707995340220006,0.07662114286554801,0.908906450593393
SOH_CY45-05_1-#23_lstm_mmd,0.10693718492984701,0.016132703050971,0.127014578104133,0.7478705058186981
SOH_CY45-05_1-#24_lstm_mmd,0.059979725629091006,0.005706677678972,0.075542555417277,0.91201688850172
SOH_CY45-05_1-#25_lstm_mmd,0.059804860502481,0.005514165852218001,0.07425742960956,0.9152993537095611
SOH_CY45-05_1-#26_lstm_mmd,0.060730550438165005,0.005715539678931,0.07560118834338,0.911488711361716
SOH_CY45-05_1-#27_lstm_mmd,0.058945834636688,0.005469686351716001,0.073957327910873,0.9162010133264691
SOH_CY45-05_1-#28_lstm_mmd,0.062862783670425,0.006190832704305001,0.078681844820172,0.9043322347141121
SOH_CY45-05_1-#2_lstm_mmd,0.09781005233526201,0.013468276709318001,0.11605290478621401,0.764215246062609
SOH_CY45-05_1-#3_lstm_mmd,0.10022232681512801,0.013895245268940001,0.117878094949574,0.7341070382938041
SOH_CY45-05_1-#4_lstm_mmd,0.100803337991237,0.013327125459909,0.11544316982788301,0.737539834672681
SOH_CY45-05_1-#5_lstm_mmd,0.094331420958042,0.011828951537609001,0.108760983526304,0.7687962996038771
SOH_CY45-05_1-#6_lstm_mmd,0.11453461647033601,0.017115028575062002,0.13082441887913202,0.674638284342113
SOH_CY45-05_1-#7_lstm_mmd,0.095585100352764,0.013013660907745,0.114077433823457,0.7760072274813371
SOH_CY45-05_1-#8_lstm_mmd,0.09834014624357201,0.013194193132221001,0.11486597900258201,0.766099368842115
SOH_CY45-05_1-#9_lstm_mmd,0.095774494111537,0.013023841194808001,0.11412204517449001,0.775034187560645
0,0.08349793364426879,0.01056390076077357,0.10048772543749526,0.8204754359460005
