,mae,mse,rmse,r2
RUL_CY25-025_1-#7_lstm_mmd,15.233936309814453,315.74188232421875,17.76912722460557,0.9224546406351791
RUL_CY25-05_1-#12_lstm_mmd,12.661612510681152,224.04254150390625,14.968050691519796,0.8163562801738561
RUL_CY25-05_1-#18_lstm_mmd,11.788744926452637,206.571533203125,14.372596606150365,0.8622643055079501
RUL_CY25-05_1-#3_lstm_mmd,17.791065216064453,384.7194519042969,19.61426654005438,0.682401767908098
RUL_CY25-05_1-#5_lstm_mmd,15.295441627502441,312.9350280761719,17.689969702522724,0.777900841679487
RUL_CY25-1_1-#4_lstm_mmd,4.076005935668945,20.803457260131836,4.561080711863345,0.36335688161664403
RUL_CY25-1_1-#5_lstm_mmd,4.7042107582092285,27.142446517944336,5.209841314084752,-0.21090663282006303
RUL_CY35-05_1-#1_lstm_mmd,26.57041358947754,1045.67822265625,32.33694825824246,0.9479511354746841
RUL_CY45-05_1-#11_lstm_mmd,24.626220703125,996.207763671875,31.562759126411542,0.9669019601805441
RUL_CY45-05_1-#15_lstm_mmd,18.589935302734375,530.469970703125,23.031933716106536,0.9662132405643171
RUL_CY45-05_1-#18_lstm_mmd,26.704561233520508,1049.16845703125,32.390869964100226,0.9567400852209421
RUL_CY45-05_1-#1_lstm_mmd,31.71477699279785,1611.947021484375,40.14906003238899,0.95525959993633
RUL_CY45-05_1-#25_lstm_mmd,33.44880676269531,1588.3333740234375,39.8539003614883,0.9574202065836451
0,18.708133220672607,639.520088489239,22.57772340381069,0.7664857163585856
