,mae,mse,rmse,r2
SOH_CY25-025_1-#7_lstm_mmd,0.17945727705955503,0.037331689149141006,0.193214101838197,0.27438269851714503
SOH_CY25-05_1-#12_lstm_mmd,0.149220421910285,0.026799649000167004,0.16370598339757703,0.37237264214295
SOH_CY25-05_1-#18_lstm_mmd,0.15118920803070002,0.028132505714893,0.16772747453799303,0.15291646687611501
SOH_CY25-05_1-#3_lstm_mmd,0.131740674376487,0.023711042478680004,0.153983903310315,-0.061987618751447
SOH_CY25-05_1-#5_lstm_mmd,0.098112858831882,0.015500111505389002,0.12449944379550101,0.35034842793165605
SOH_CY25-1_1-#4_lstm_mmd,0.34218394756317105,0.146144554018974,0.382288574272073,-2.852290599164446
SOH_CY25-1_1-#5_lstm_mmd,0.21194207668304402,0.059144530445337004,0.24319648526518,-1.443289120469577
SOH_CY35-05_1-#1_lstm_mmd,0.07076729089021601,0.0071965842507770005,0.08483268385933501,0.8740251317991091
SOH_CY45-05_1-#11_lstm_mmd,0.072575248777866,0.00706694740802,0.084065137887357,0.856688897357834
SOH_CY45-05_1-#15_lstm_mmd,0.07729136198759001,0.008325396105647,0.091243608574228,0.852423311233759
SOH_CY45-05_1-#18_lstm_mmd,0.07731809467077201,0.007537524681538001,0.086818918914821,0.855041657313617
SOH_CY45-05_1-#1_lstm_mmd,0.048730034381151005,0.0041721258312460005,0.064591995101919,0.9165165432294081
SOH_CY45-05_1-#25_lstm_mmd,0.054324321448802004,0.004961534403264,0.07043816013543,0.902364015622334
0,0.1280656012778093,0.02892493807639023,0.1469697285299943,0.15765480412603516
