,mae,mse,rmse,r2
SOH_1-1_lenet5_mmd,0.10005652904510401,0.014239019714295002,0.119327363644286,0.586272970942284
SOH_1-2_lenet5_mmd,0.06150488182902301,0.006670572794973,0.081673574643049,0.8801187712356681
SOH_10-1_lenet5_mmd,0.043299656361341005,0.0033355909399680004,0.057754575056603,0.9389067835173941
SOH_10-4_lenet5_mmd,0.07890810817480001,0.013262949883937001,0.11516488129606901,0.8335569367776251
SOH_10-6_lenet5_mmd,0.074022129178047,0.009683961980044,0.098407123624485,0.842061870505814
SOH_10-7_lenet5_mmd,0.056271333247423005,0.004757265094667,0.06897293015863301,0.9429951098486551
SOH_2-5_lenet5_mmd,0.056146010756492004,0.005045809317380001,0.071033860358143,0.931072219144477
SOH_3-1_lenet5_mmd,0.053071428090333,0.003917111549526,0.06258683207773301,0.9492404571244081
SOH_4-5_lenet5_mmd,0.055630341172218004,0.009488426148891001,0.09740855275021501,0.7873144400952321
SOH_5-3_lenet5_mmd,0.028491862118244,0.0011138565605500002,0.033374489667268005,0.9851849851143011
SOH_6-1_lenet5_mmd,0.10308465361595101,0.019280830398201002,0.13885542984774402,0.39339249442873403
SOH_6-2_lenet5_mmd,0.064803272485733,0.0063492408953600005,0.07968212406406201,0.9203531804959381
SOH_6-6_lenet5_mmd,0.07355231046676601,0.010008256882429001,0.100041275893648,0.8435501713015431
SOH_6-8_lenet5_mmd,0.057342071086168005,0.004239853005856001,0.06511415365230701,0.9538880882128711
SOH_7-5_lenet5_mmd,0.050071589648723006,0.0039690034464,0.063000027352376,0.9504688908657961
SOH_7-6_lenet5_mmd,0.07191564142704,0.011804081499576001,0.10864658991232301,0.6681956363343531
SOH_8-1_lenet5_mmd,0.10060606151819201,0.017889128997921,0.13375024859013102,0.40589300805404205
SOH_8-5_lenet5_mmd,0.11816540360450702,0.025907399132847002,0.160957755739969,0.021778612826027003
SOH_8-6_lenet5_mmd,0.071585401892662,0.011372497305274001,0.10664191157923701,0.7581479050520671
SOH_8-8_lenet5_mmd,0.058334149420261,0.005206162575632001,0.072153742630804,0.9369654898341021
SOH_9-4_lenet5_mmd,0.06487773358821801,0.006111154332756,0.07817387244314401,0.92182550630721
SOH_9-6_lenet5_mmd,0.052233751863241,0.004921898245811,0.070156241673934,0.9302619250781501
0,0.06790792366320396,0.009026094122831547,0.0901307980298256,0.790065702413486
