,mae,mse,rmse,r2
SOH_3C_battery-10_lenet5_mmd,0.12025169283151602,0.033040907233953004,0.181771579830163,0.24377649921374203
SOH_3C_battery-11_lenet5_mmd,0.202053964138031,0.058932844549417,0.24276087936366003,-1.178919713604541
SOH_3C_battery-12_lenet5_mmd,0.087427526712417,0.015613426454365002,0.12495369724167901,0.6941260065272381
SOH_3C_battery-13_lenet5_mmd,0.082369722425937,0.011655810289084,0.107962078013925,0.770001242820562
SOH_3C_battery-14_lenet5_mmd,0.168199643492698,0.044512595981359,0.210980084323993,-0.41886441541482605
SOH_3C_battery-15_lenet5_mmd,0.18831874430179502,0.063316375017166,0.251627452828911,-0.976590548978389
SOH_3C_battery-1_lenet5_mmd,0.06060704961419101,0.004999338649213,0.070706001507745,0.90888558149966
SOH_3C_battery-2_lenet5_mmd,0.151618033647537,0.044326290488243006,0.21053809747464403,0.025340810124249002
SOH_3C_battery-3_lenet5_mmd,0.15306238830089502,0.055258873850107006,0.23507206097302802,0.07374141351248001
SOH_3C_battery-4_lenet5_mmd,0.065344259142875,0.006011627148836,0.07753468352187201,0.894450977498893
SOH_3C_battery-5_lenet5_mmd,0.059471715241670005,0.004956152290105,0.07039994524220701,0.91320602852666
SOH_3C_battery-6_lenet5_mmd,0.08223076909780501,0.011063056066632,0.105181063251101,0.8028028650644351
SOH_3C_battery-7_lenet5_mmd,0.091597698628902,0.018296435475349003,0.13526431708085201,0.7021674909043271
SOH_3C_battery-8_lenet5_mmd,0.098881058394908,0.017256742343306,0.13136492052030602,0.47749762489858505
SOH_3C_battery-9_lenet5_mmd,0.063247621059417,0.009564983658492001,0.097800734447613,0.792645216776185
0,0.11164545913537295,0.0265870306330418,0.15026117304144662,0.3149511386246173
