,mae,mse,rmse,r2
RUL_1-1_lenet5_coral,129.49330139160156,22951.177734375,151.4964611282224,0.794908784945751
RUL_1-2_lenet5_coral,152.50633239746094,34148.95703125,184.7943641761025,0.9319240254276311
RUL_10-1_lenet5_coral,63.572444915771484,6113.27294921875,78.18742193741107,0.967474166955897
RUL_10-4_lenet5_coral,101.13712310791016,16014.318359375,126.5476920349597,0.944765119427952
RUL_10-6_lenet5_coral,125.65475463867188,27385.212890625,165.4847814471923,0.9279056321630401
RUL_10-7_lenet5_coral,80.91350555419922,8903.4853515625,94.35828183875806,0.9686434244164931
RUL_2-5_lenet5_coral,77.4958724975586,9034.5986328125,95.05050569467004,0.9419968251488801
RUL_3-1_lenet5_coral,81.01651763916016,8758.40625,93.58635717881106,0.9735125511596391
RUL_4-5_lenet5_coral,69.7520980834961,11207.20703125,105.86409698878086,0.9232826874412591
RUL_5-3_lenet5_coral,105.05716705322266,17503.8046875,132.30194513876205,0.9669838382263161
RUL_6-1_lenet5_coral,147.79225158691406,34644.9140625,186.13144297108965,0.7344057913342931
RUL_6-2_lenet5_coral,117.25411224365234,18473.5,135.91725423948205,0.942142181598664
RUL_6-6_lenet5_coral,210.61373901367188,76891.0859375,277.29241954568465,0.816854190470467
RUL_6-8_lenet5_coral,101.56169891357422,17252.638671875,131.34930023367082,0.9672076885313251
RUL_7-5_lenet5_coral,79.73655700683594,8459.755859375,91.97693112609814,0.972382069823654
RUL_7-6_lenet5_coral,71.4287109375,10851.228515625,104.16923017678972,0.8999331907865621
RUL_8-1_lenet5_coral,97.19310760498047,16071.3271484375,126.77273819097503,0.821493153603841
RUL_8-5_lenet5_coral,122.99116516113281,26174.173828125,161.78434358158702,0.7089434285475851
RUL_8-6_lenet5_coral,136.443359375,29179.85546875,170.8211212606626,0.9178063122584851
RUL_8-8_lenet5_coral,80.6443862915039,8583.6171875,92.64781264282497,0.9660621834113751
RUL_9-4_lenet5_coral,85.17704772949219,9081.34765625,95.29610514732488,0.9736245871140341
RUL_9-6_lenet5_coral,65.38528442382812,7217.3525390625,84.95500302549874,0.9655967649423961
0,104.6736607985063,19313.692626953125,131.21752771387992,0.9103567544425246
