,mae,mse,rmse,r2
SOH_3C_battery-10_lenet5_coral,0.14115571975708002,0.041853457689285,0.204581176282876,0.101678236388531
SOH_3C_battery-11_lenet5_coral,0.20417393743991802,0.06357797235250401,0.252146727824306,-0.8161972711132011
SOH_3C_battery-12_lenet5_coral,0.06950178742408701,0.014265556819736002,0.11943850643631201,0.7344908732192441
SOH_3C_battery-13_lenet5_coral,0.064666792750358,0.008592368103563001,0.092695027393942,0.8372931278321271
SOH_3C_battery-14_lenet5_coral,0.17248542606830503,0.051836404949426006,0.22767609657016402,-0.24345722428584302
SOH_3C_battery-15_lenet5_coral,0.20995272696018202,0.076549381017684,0.276675588040732,-0.819364187125682
SOH_3C_battery-1_lenet5_coral,0.06465575098991301,0.005588523577898,0.074756428338295,0.9157763171391701
SOH_3C_battery-2_lenet5_coral,0.11080497503280601,0.018313223496079,0.135326359206473,0.6065820961682731
SOH_3C_battery-3_lenet5_coral,0.13676616549491802,0.046512752771377,0.21566815428193703,0.29721585030359404
SOH_3C_battery-4_lenet5_coral,0.074800878763198,0.007579913828521001,0.08706270055840101,0.8870516833316611
SOH_3C_battery-5_lenet5_coral,0.065880864858627,0.005917763337492001,0.076927000055201,0.91231731725144
SOH_3C_battery-6_lenet5_coral,0.08283486217260301,0.010675150901079001,0.10332062185778301,0.8381693816930831
SOH_3C_battery-7_lenet5_coral,0.07607773691415701,0.014224201440811001,0.11926525663751,0.7992301313091401
SOH_3C_battery-8_lenet5_coral,0.089510098099708,0.011748553253710001,0.10839074339495101,0.703787387054782
SOH_3C_battery-9_lenet5_coral,0.058943528681993006,0.008713391609489,0.09334554948946301,0.8397273737694411
0,0.10814741676052352,0.025729907676576937,0.14581839575788977,0.4396200728623841
