,mae,mse,rmse,r2
SOH_CY45-05_1-#10_dbgru_adv,0.09041147679090501,0.012639667838811002,0.11242627735014502,0.817334848662119
SOH_CY45-05_1-#11_dbgru_adv,0.089226305484771,0.013903701677918,0.11791395879164701,0.8488696847465811
SOH_CY45-05_1-#12_dbgru_adv,0.080751188099384,0.011432344093918,0.10692214033547401,0.879277115578583
SOH_CY45-05_1-#13_dbgru_adv,0.09064355492591801,0.014645103365182,0.121016954866592,0.8459746740303161
SOH_CY45-05_1-#14_dbgru_adv,0.08535424619913101,0.012647074647247,0.112459213260843,0.864881721475182
SOH_CY45-05_1-#15_dbgru_adv,0.056790538132190004,0.005422018002718,0.073634353414141,0.9215076059858951
SOH_CY45-05_1-#16_dbgru_adv,0.142718195915222,0.031563449651002,0.17766105271275,0.62679841582021
SOH_CY45-05_1-#17_dbgru_adv,0.06384452432394,0.006706716492772001,0.08189454495124801,0.9231204147294011
SOH_CY45-05_1-#18_dbgru_adv,0.06442991644144,0.007094565313309001,0.08422924262576101,0.9150053174939841
SOH_CY45-05_1-#19_dbgru_adv,0.063190422952175,0.006301937624812,0.079384744282589,0.9339145421963291
SOH_CY45-05_1-#1_dbgru_adv,0.09172692894935601,0.013317987322807001,0.11540358453188201,0.8110671348332981
SOH_CY45-05_1-#20_dbgru_adv,0.062728062272071,0.006369743961840001,0.07981067573853001,0.933073618255658
SOH_CY45-05_1-#21_dbgru_adv,0.0628502368927,0.006468694657087001,0.080428195659776,0.9319392925361341
SOH_CY45-05_1-#22_dbgru_adv,0.06247711926698601,0.0060513000935310006,0.07779010279933801,0.9365162221631321
SOH_CY45-05_1-#23_dbgru_adv,0.127434536814689,0.023401949554681,0.15297695759388602,0.7517040366681771
SOH_CY45-05_1-#24_dbgru_adv,0.061455078423023,0.005995430517941,0.077430165426284,0.9373951086960661
SOH_CY45-05_1-#25_dbgru_adv,0.06186155602335901,0.005954289343208001,0.077164041775998,0.9384035965978641
SOH_CY45-05_1-#26_dbgru_adv,0.061515904963016003,0.005922166164964,0.07695561165350001,0.9378701097612471
SOH_CY45-05_1-#27_dbgru_adv,0.06086021289229301,0.005756824277341001,0.07587373904943201,0.9404752965175681
SOH_CY45-05_1-#28_dbgru_adv,0.062285237014293005,0.006339878309518001,0.079623352789983,0.9337562544143221
SOH_CY45-05_1-#2_dbgru_adv,0.09283283352851801,0.014065963216125,0.11860001355870901,0.8076871689121621
SOH_CY45-05_1-#3_dbgru_adv,0.08874770253896701,0.011433494277298001,0.106927518802684,0.8083859486314111
SOH_CY45-05_1-#4_dbgru_adv,0.093290790915489,0.011506929062306001,0.10727035500224101,0.7964088528020681
SOH_CY45-05_1-#5_dbgru_adv,0.084114350378513,0.009580159559845002,0.09787828952247701,0.8374350127202531
SOH_CY45-05_1-#6_dbgru_adv,0.10679745674133301,0.015033796429634,0.12261238285603102,0.744448179858692
SOH_CY45-05_1-#7_dbgru_adv,0.090848013758659,0.013318245299160002,0.11540470224024801,0.82141434080093
SOH_CY45-05_1-#8_dbgru_adv,0.091378897428512,0.013308920897543002,0.11536429645927401,0.819399672470506
SOH_CY45-05_1-#9_dbgru_adv,0.08861033618450101,0.012675483711063001,0.11258545070773501,0.8272680199772191
0,0.08139912943754837,0.011030636977270747,0.10205863995568565,0.8604047216905467
