,mae,mse,rmse,r2
RUL_CY45-05_1-#10_dbgru_adv,15.87714958190918,343.08099365234375,18.522445671464222,0.97658750835319
RUL_CY45-05_1-#11_dbgru_adv,39.78144454956055,2136.13232421875,46.2183115682383,0.9668787144099461
RUL_CY45-05_1-#12_dbgru_adv,41.14035415649414,2275.8642578125,47.70601909416148,0.9649221201039411
RUL_CY45-05_1-#13_dbgru_adv,44.44160079956055,2709.767578125,52.05542794104184,0.9639058941183861
RUL_CY45-05_1-#14_dbgru_adv,43.912574768066406,2627.31640625,51.257354655210214,0.964880964967138
RUL_CY45-05_1-#15_dbgru_adv,15.435098648071289,336.0512390136719,18.331700385225368,0.9742761861723731
RUL_CY45-05_1-#16_dbgru_adv,24.66819190979004,820.872802734375,28.65087787022197,0.97420581796099
RUL_CY45-05_1-#17_dbgru_adv,26.52610969543457,938.7322387695312,30.63873755182369,0.9713528102313541
RUL_CY45-05_1-#18_dbgru_adv,25.751079559326172,893.7225952148438,29.895193513587493,0.9719894463135321
RUL_CY45-05_1-#19_dbgru_adv,39.3962516784668,2107.69287109375,45.90961632483711,0.9653127060910631
RUL_CY45-05_1-#1_dbgru_adv,18.15105628967285,448.7113952636719,21.18280895593575,0.9763244238518151
RUL_CY45-05_1-#20_dbgru_adv,40.35456848144531,2195.543212890625,46.856624002275545,0.9641781500257991
RUL_CY45-05_1-#21_dbgru_adv,43.34245300292969,2534.452880859375,50.343349916939125,0.9675260080376211
RUL_CY45-05_1-#22_dbgru_adv,41.81822967529297,2367.859619140625,48.66065781656291,0.9665081234974061
RUL_CY45-05_1-#23_dbgru_adv,46.12973403930664,2821.9462890625,53.12199440027172,0.9655793739486471
RUL_CY45-05_1-#24_dbgru_adv,45.147216796875,2753.725341796875,52.47595012762394,0.9637456580512841
RUL_CY45-05_1-#25_dbgru_adv,47.725677490234375,3112.867919921875,55.79308129080052,0.9630778544180291
RUL_CY45-05_1-#26_dbgru_adv,42.06524658203125,2401.302734375,49.00308902890715,0.965641320721882
RUL_CY45-05_1-#27_dbgru_adv,47.09378433227539,2965.573486328125,54.45707930405491,0.9647675412249811
RUL_CY45-05_1-#28_dbgru_adv,44.237667083740234,2643.260986328125,51.412653951416715,0.9650048777428061
RUL_CY45-05_1-#2_dbgru_adv,17.916044235229492,446.25457763671875,21.124738522327767,0.9768804907642681
RUL_CY45-05_1-#3_dbgru_adv,8.21462631225586,107.07733917236328,10.347818087517933,0.9681834082853761
RUL_CY45-05_1-#4_dbgru_adv,7.786389350891113,91.447998046875,9.562844662906274,0.97271257982542
RUL_CY45-05_1-#5_dbgru_adv,7.9249958992004395,103.1505126953125,10.156304086394444,0.9692610334989881
RUL_CY45-05_1-#6_dbgru_adv,9.321853637695312,124.89824676513672,11.175788418055198,0.9632008752091831
RUL_CY45-05_1-#7_dbgru_adv,16.887407302856445,398.2413330078125,19.9559848919519,0.973579213615371
RUL_CY45-05_1-#8_dbgru_adv,15.255419731140137,328.5263977050781,18.12529717563489,0.9777920247729041
RUL_CY45-05_1-#9_dbgru_adv,16.154052734375,355.2691955566406,18.848586036003883,0.975848556800435
0,29.730581368718827,1478.1908133370537,34.70679768754972,0.9690758458219332
