,mae,mse,rmse,r2,exp_itr
SOH_task10_OURS_xjtu_pseudo_3C_battery-10_task10,0.12381482124328601,0.022724250331521003,0.150745645165443,0.37902998924255304,2024.0
SOH_task10_OURS_xjtu_pseudo_3C_battery-11_task10,0.11155960708856501,0.016781061887741002,0.12954173982143402,0.491716623306274,2024.0
SOH_task10_OURS_xjtu_pseudo_3C_battery-12_task10,0.12734104692935902,0.024190295487642,0.15553230047225902,0.38984185457229603,2024.0
SOH_task10_OURS_xjtu_pseudo_3C_battery-13_task10,0.127383932471275,0.024885566905140002,0.157751604914665,0.26826912164688105,2024.0
SOH_task10_OURS_xjtu_pseudo_3C_battery-14_task10,0.153135150671005,0.033889155834913004,0.184090077877044,0.10455471277236901,2024.0
SOH_task10_OURS_xjtu_pseudo_3C_battery-15_task10,0.149390444159507,0.032017707824707003,0.178934931755065,-0.031160593032836,2024.0
SOH_task10_OURS_xjtu_pseudo_3C_battery-1_task10,0.090554535388946,0.016253625974059,0.12748971581459,0.626391470432281,2024.0
SOH_task10_OURS_xjtu_pseudo_3C_battery-2_task10,0.09731858223676601,0.018385004252195,0.13559131324291201,0.6112344861030571,2024.0
SOH_task10_OURS_xjtu_pseudo_3C_battery-3_task10,0.131907880306243,0.035283714532852,0.187839597463607,0.292437493801116,2024.0
SOH_task10_OURS_xjtu_pseudo_3C_battery-4_task10,0.08758107572793901,0.015088495798408002,0.122835241258144,0.6263070106506341,2024.0
SOH_task10_OURS_xjtu_pseudo_3C_battery-5_task10,0.092986710369586,0.01574644818902,0.125484853982925,0.604369401931762,2024.0
SOH_task10_OURS_xjtu_pseudo_3C_battery-6_task10,0.10553884506225501,0.018936842679977,0.13761119544506,0.5103380680084221,2024.0
SOH_task10_OURS_xjtu_pseudo_3C_battery-7_task10,0.09866303205490101,0.016375623643398,0.12796726822853002,0.5731815695762631,2024.0
SOH_task10_OURS_xjtu_pseudo_3C_battery-8_task10,0.078220255672931,0.013870791532099,0.11777432262897401,0.723124980926513,2024.0
SOH_task10_OURS_xjtu_pseudo_3C_battery-9_task10,0.10650543868541701,0.022094264626502002,0.148641392588615,0.40235686302185003,2024.0
0,0.11212675720453207,0.02176818996667827,0.14585541337728447,0.4381328701972957,
