,mae,mse,rmse,r2,exp_itr
SOH_task7_OURS_tongji_ncm_CY45-05_1-#10_task7,0.07669419050216601,0.0076715922914440005,0.08758762478828401,0.8745230436325071,2024.0
SOH_task7_OURS_tongji_ncm_CY45-05_1-#11_task7,0.10348036885261501,0.013975347392261,0.11821737140417,0.8037334680557251,2024.0
SOH_task7_OURS_tongji_ncm_CY45-05_1-#12_task7,0.093152776360511,0.011840053834021001,0.108812011778354,0.834687709808349,2024.0
SOH_task7_OURS_tongji_ncm_CY45-05_1-#13_task7,0.10542201250791501,0.014443119987845001,0.120179533958435,0.800153017044067,2024.0
SOH_task7_OURS_tongji_ncm_CY45-05_1-#14_task7,0.095711730420589,0.012467389926314002,0.111657470464706,0.8292713165283201,2024.0
SOH_task7_OURS_tongji_ncm_CY45-05_1-#15_task7,0.03792705759406,0.002329850103706,0.048268519341945,0.9629124402999871,2024.0
SOH_task7_OURS_tongji_ncm_CY45-05_1-#16_task7,0.12492506951093602,0.022836437448859003,0.151117295026779,0.662888288497924,2024.0
SOH_task7_OURS_tongji_ncm_CY45-05_1-#17_task7,0.056750763207674006,0.004998239688575001,0.07069823145866301,0.924923062324523,2024.0
SOH_task7_OURS_tongji_ncm_CY45-05_1-#18_task7,0.055699188262224,0.004764534533023001,0.069025605916976,0.9287678003311151,2024.0
SOH_task7_OURS_tongji_ncm_CY45-05_1-#19_task7,0.062541902065277,0.006172350142151,0.078564308583736,0.912333667278289,2024.0
SOH_task7_OURS_tongji_ncm_CY45-05_1-#1_task7,0.07953520119190201,0.008452601730823,0.09193803369998901,0.865913748741149,2024.0
SOH_task7_OURS_tongji_ncm_CY45-05_1-#20_task7,0.06240168958902301,0.0061363079585130004,0.07833459228277201,0.9129859209060661,2024.0
SOH_task7_OURS_tongji_ncm_CY45-05_1-#21_task7,0.06990406662225701,0.0071024773642420005,0.08427619934082001,0.90112167596817,2024.0
SOH_task7_OURS_tongji_ncm_CY45-05_1-#22_task7,0.06211124360561301,0.005913550034165001,0.07689961045980401,0.917443096637725,2024.0
SOH_task7_OURS_tongji_ncm_CY45-05_1-#23_task7,0.085682488977909,0.01136380713433,0.10660115629434501,0.841399013996124,2024.0
SOH_task7_OURS_tongji_ncm_CY45-05_1-#24_task7,0.064439229667186,0.00643470371142,0.08021660149097401,0.910191297531127,2024.0
SOH_task7_OURS_tongji_ncm_CY45-05_1-#25_task7,0.06709577888250301,0.006806888151913001,0.082503870129585,0.9056344032287591,2024.0
SOH_task7_OURS_tongji_ncm_CY45-05_1-#26_task7,0.06503547728061601,0.0063939969986670005,0.07996246963739301,0.9112802743911741,2024.0
SOH_task7_OURS_tongji_ncm_CY45-05_1-#27_task7,0.06435125321149801,0.006295132450759001,0.079341873526573,0.912816405296325,2024.0
SOH_task7_OURS_tongji_ncm_CY45-05_1-#28_task7,0.06634944677352901,0.006654547527432,0.081575408577919,0.906470656394958,2024.0
SOH_task7_OURS_tongji_ncm_CY45-05_1-#2_task7,0.08265808969736001,0.009243331849575001,0.09614224731922101,0.850959479808807,2024.0
SOH_task7_OURS_tongji_ncm_CY45-05_1-#3_task7,0.058920148760080004,0.005438272841274,0.073744647204875,0.907262206077575,2024.0
SOH_task7_OURS_tongji_ncm_CY45-05_1-#4_task7,0.056847386062145004,0.004824268631637,0.069456957280635,0.9182965755462641,2024.0
SOH_task7_OURS_tongji_ncm_CY45-05_1-#5_task7,0.051374051719903,0.003939257003366,0.06276349723339,0.9344681501388551,2024.0
SOH_task7_OURS_tongji_ncm_CY45-05_1-#6_task7,0.076252333819866,0.008682357147336001,0.093179166316986,0.856691479682922,2024.0
SOH_task7_OURS_tongji_ncm_CY45-05_1-#7_task7,0.078306406736373,0.00808569882065,0.08992051333189001,0.870787918567657,2024.0
SOH_task7_OURS_tongji_ncm_CY45-05_1-#8_task7,0.08010984957218101,0.008377289399504,0.09152753651142101,0.866115927696228,2024.0
SOH_task7_OURS_tongji_ncm_CY45-05_1-#9_task7,0.07230719178915,0.006944884080439,0.08333597332239101,0.8888950347900391,2024.0
0,0.07342808547296649,0.008163867435151571,0.08806601166725114,0.8790331099714549,
