,mae,mse,rmse,r2,exp_itr
RUL_task10_OURS_xjtu_pseudo_3C_battery-10_task10,4.821236610412598,206.20840454101562,14.35995864868164,0.8631408214569091,2024.0
RUL_task10_OURS_xjtu_pseudo_3C_battery-11_task10,4.164824485778809,87.73031616210938,9.366446495056152,0.912100136280059,2024.0
RUL_task10_OURS_xjtu_pseudo_3C_battery-12_task10,2.603348016738891,54.63315963745117,7.391424655914307,0.9806774258613581,2024.0
RUL_task10_OURS_xjtu_pseudo_3C_battery-13_task10,3.075993299484253,127.44442749023438,11.289128303527832,0.961471617221832,2024.0
RUL_task10_OURS_xjtu_pseudo_3C_battery-14_task10,4.139091968536377,61.018821716308594,7.8114542961120605,0.9520462155342101,2024.0
RUL_task10_OURS_xjtu_pseudo_3C_battery-15_task10,5.627304553985596,136.19949340820312,11.670454025268555,0.9158447980880731,2024.0
RUL_task10_OURS_xjtu_pseudo_3C_battery-1_task10,2.6319739818573,21.419151306152344,4.628082752227783,0.9966260194778441,2024.0
RUL_task10_OURS_xjtu_pseudo_3C_battery-2_task10,2.731817245483398,21.724687576293945,4.660974979400635,0.9963746666908261,2024.0
RUL_task10_OURS_xjtu_pseudo_3C_battery-3_task10,4.568000793457031,93.6805419921875,9.678871154785156,0.9822634458541871,2024.0
RUL_task10_OURS_xjtu_pseudo_3C_battery-4_task10,2.742046594619751,17.203441619873047,4.147703170776367,0.9978394508361811,2024.0
RUL_task10_OURS_xjtu_pseudo_3C_battery-5_task10,2.695605516433716,22.056791305541992,4.696465969085693,0.9964113831520081,2024.0
RUL_task10_OURS_xjtu_pseudo_3C_battery-6_task10,3.469463109970092,41.33829879760742,6.4294867515563965,0.994350612163543,2024.0
RUL_task10_OURS_xjtu_pseudo_3C_battery-7_task10,3.573069334030151,48.68730545043945,6.977628707885742,0.9931817650794981,2024.0
RUL_task10_OURS_xjtu_pseudo_3C_battery-8_task10,2.678246021270752,76.62580108642578,8.753616333007812,0.9849768280982971,2024.0
RUL_task10_OURS_xjtu_pseudo_3C_battery-9_task10,3.104697942733764,45.56315612792969,6.750048637390137,0.992158532142639,2024.0
0,3.5084479649861655,70.7689198811849,7.9074496587117515,0.9679642478624978,
