,mae,mse,rmse,r2,exp_itr
RUL_task8_OURS_hust_pseudo_1-1_task8,0.291253924369812,0.150726288557052,0.388234823942184,0.999999165534973,2024.0
RUL_task8_OURS_hust_pseudo_1-2_task8,0.38771384954452504,0.22984606027603102,0.47942262887954706,0.9999996423721311,2024.0
RUL_task8_OURS_hust_pseudo_10-1_task8,0.198755115270614,0.069490239024162,0.26361000537872303,0.9999997019767761,2024.0
RUL_task8_OURS_hust_pseudo_10-4_task8,0.27691826224327004,0.20150239765644,0.44889017939567505,0.999999225139617,2024.0
RUL_task8_OURS_hust_pseudo_10-6_task8,0.19360490143299103,0.061909474432468005,0.24881614744663202,0.9999998807907101,2024.0
RUL_task8_OURS_hust_pseudo_10-7_task8,0.19173255562782202,0.06429199129343001,0.25355866551399203,0.9999997615814201,2024.0
RUL_task8_OURS_hust_pseudo_2-5_task8,0.27802535891532904,0.12996071577072102,0.36050063371658303,0.999999165534973,2024.0
RUL_task8_OURS_hust_pseudo_3-1_task8,0.22998072206974002,0.09058947861194601,0.300980865955352,0.9999997019767761,2024.0
RUL_task8_OURS_hust_pseudo_4-5_task8,0.21311497688293402,0.069380231201648,0.263401269912719,0.9999996423721311,2024.0
RUL_task8_OURS_hust_pseudo_5-3_task8,0.46236687898635803,0.34750360250473,0.589494347572326,0.999999403953552,2024.0
RUL_task8_OURS_hust_pseudo_6-1_task8,0.261895775794982,0.140400752425193,0.37470087409019404,0.999999344348907,2024.0
RUL_task8_OURS_hust_pseudo_6-2_task8,0.28862321376800504,0.16456481814384402,0.405665904283523,0.9999994635581971,2024.0
RUL_task8_OURS_hust_pseudo_6-6_task8,1.1739081144332881,3.245363473892212,1.801489233970642,0.999993324279785,2024.0
RUL_task8_OURS_hust_pseudo_6-8_task8,0.554506003856658,0.5738840699195861,0.757551372051239,0.999998867511749,2024.0
RUL_task8_OURS_hust_pseudo_7-5_task8,0.30712509155273404,0.163810700178146,0.40473535656929005,0.999999403953552,2024.0
RUL_task8_OURS_hust_pseudo_7-6_task8,0.19333171844482402,0.06209059432148901,0.24917984008789001,0.9999996423721311,2024.0
RUL_task8_OURS_hust_pseudo_8-1_task8,0.25644260644912703,0.11823879927396701,0.34385868906974704,0.999999165534973,2024.0
RUL_task8_OURS_hust_pseudo_8-5_task8,0.212105318903923,0.10141170024871801,0.318452030420303,0.999999344348907,2024.0
RUL_task8_OURS_hust_pseudo_8-6_task8,0.27640354633331304,0.11339434981346101,0.33674076199531505,0.9999997615814201,2024.0
RUL_task8_OURS_hust_pseudo_8-8_task8,0.19919171929359403,0.068153724074363,0.261062681674957,0.9999997019767761,2024.0
RUL_task8_OURS_hust_pseudo_9-4_task8,0.27603006362915,0.11765400320291501,0.343007296323776,0.9999996423721311,2024.0
RUL_task8_OURS_hust_pseudo_9-6_task8,0.316463202238082,0.17218093574047003,0.414946913719177,0.999999284744262,2024.0
0,0.31997695091095807,0.2934703818437724,0.4367409328168085,0.9999991926279933,
