,mae,mse,rmse,r2,exp_itr
SOH_task1_OURS_tri_pseudo_policy1C(4%)-6C_id9_cl300_task1,0.014819844625890002,0.000341899780323,0.018490532413125,0.846268773078918,2024.0
SOH_task1_OURS_tri_pseudo_policy2C(10%)-6C_id10_cl148_task1,0.030861491337418,0.0014430556911970002,0.037987571209669,0.181793808937072,2024.0
SOH_task1_OURS_tri_pseudo_policy2C(2%)-5C_id11_cl438_task1,0.007630866486579,0.00012164644431300001,0.011029344983398,0.934222340583801,2024.0
SOH_task1_OURS_tri_pseudo_policy2C(7%)-5.5C_id12_cl335_task1,0.011820091865956001,0.00023432695888900003,0.015307742170989002,0.8927595019340511,2024.0
SOH_task1_OURS_tri_pseudo_policy3.6C(22%)-5.5C_id13_cl444_task1,0.006346791516989,6.174194277264178e-05,0.007857603952288001,0.97481769323349,2024.0
SOH_task1_OURS_tri_pseudo_policy4.4C(55%)-6C_id19_cl461_task1,0.009695175103843,0.00014307293167800002,0.011961310170590001,0.9311825633049011,2024.0
SOH_task1_OURS_tri_pseudo_policy4.9C(27%)-4.75C_id24_cl468_task1,0.005693648476153001,5.83993059990462e-05,0.0076419436372810005,0.9722260832786561,2024.0
SOH_task1_OURS_tri_pseudo_policy4C(31%)-5C_id28_cl458_task1,0.018764654174447,0.00047977358917700006,0.021903734654188,0.707183837890625,2024.0
SOH_task1_OURS_tri_pseudo_policy5.2C(71%)-3C_id36_cl463_task1,0.00457875104621,4.836402877117508e-05,0.006954425014555001,0.9761129021644591,2024.0
SOH_task1_OURS_tri_pseudo_policy5.6C(47%)-4C_id39_cl465_task1,0.008486771956086001,9.940456948243083e-05,0.009970184415578,0.9486207365989681,2024.0
SOH_task1_OURS_tri_pseudo_policy5.6C(58%)-3.5C_id40_cl459_task1,0.008732924237847,0.000137299866764,0.011717502959072,0.9211020469665521,2024.0
SOH_task1_OURS_tri_pseudo_policy5.6C(65%)-3C_id42_cl429_task1,0.0076169371604910005,0.00010850044054600001,0.010416354052722001,0.936363995075225,2024.0
SOH_task1_OURS_tri_pseudo_policy6C(20%)-4.5C_id43_cl466_task1,0.009256045334041,0.000135917725856,0.011658376082777,0.9368235468864441,2024.0
SOH_task1_OURS_tri_pseudo_policy6C(31%)-4.25C_id44_cl462_task1,0.008098615333437,0.00010064084926800001,0.010031991638243,0.951697647571563,2024.0
SOH_task1_OURS_tri_pseudo_policy6C(40%)-4C_id45_cl457_task1,0.012102444656193001,0.000269308977294,0.016410635784268,0.8379133939743041,2024.0
SOH_task1_OURS_tri_pseudo_policy6C(52%)-3.5C_id47_cl429_task1,0.014801503159105,0.000325156492181,0.018032096326351003,0.8403081297874451,2024.0
0,0.011206659779417816,0.0002567818496569559,0.014210709341568378,0.8618373125791549,
