,mae,mse,rmse,r2
SOH_DeNN_fusion_tongji_task7_CY45-05_1-#1,0.075541347265243,0.007569393608719,0.087002262089667,0.8493854990489831
SOH_DeNN_fusion_tongji_task7_CY45-05_1-#10,0.077136933803558,0.008178195916116,0.09043337832966401,0.8279844714649741
SOH_DeNN_fusion_tongji_task7_CY45-05_1-#11,0.105166248977184,0.014503215439617,0.12042929643412201,0.8018833335656881
SOH_DeNN_fusion_tongji_task7_CY45-05_1-#12,0.099076576530933,0.013904877007007,0.117918942528363,0.8301160219614141
SOH_DeNN_fusion_tongji_task7_CY45-05_1-#13,0.11630814522504801,0.018089381977915,0.134496773113393,0.7813341848997961
SOH_DeNN_fusion_tongji_task7_CY45-05_1-#14,0.10238138586282701,0.015367643907666002,0.12396630150031102,0.8088101497986111
SOH_DeNN_fusion_tongji_task7_CY45-05_1-#15,0.059273570775985,0.006437555886805,0.08023438095233901,0.864943968353532
SOH_DeNN_fusion_tongji_task7_CY45-05_1-#16,0.138780817389488,0.024158282205462,0.155429347954182,0.588030136723788
SOH_DeNN_fusion_tongji_task7_CY45-05_1-#17,0.058503318578004004,0.005189042538404001,0.072035009116432,0.9140337946966821
SOH_DeNN_fusion_tongji_task7_CY45-05_1-#18,0.056991115212440005,0.004937308840453,0.070265986369321,0.9139772413907741
SOH_DeNN_fusion_tongji_task7_CY45-05_1-#19,0.071263246238231,0.007816102355718,0.08840872330103201,0.907061459142888
SOH_DeNN_fusion_tongji_task7_CY45-05_1-#2,0.0791996717453,0.008672820404171,0.09312797863248101,0.8279279126961181
SOH_DeNN_fusion_tongji_task7_CY45-05_1-#20,0.071515120565891,0.008069432340562,0.089830019150406,0.9032333285312901
SOH_DeNN_fusion_tongji_task7_CY45-05_1-#21,0.07887964695692,0.009420140646398002,0.09705740902372101,0.892607659827734
SOH_DeNN_fusion_tongji_task7_CY45-05_1-#22,0.07236733287572801,0.008320035412907,0.09121422812756501,0.9039404357007771
SOH_DeNN_fusion_tongji_task7_CY45-05_1-#23,0.10481370985507901,0.013891154900193001,0.117860743677414,0.8243401436297341
SOH_DeNN_fusion_tongji_task7_CY45-05_1-#24,0.075112096965312,0.008741920813918001,0.09349823963004901,0.9000850280172351
SOH_DeNN_fusion_tongji_task7_CY45-05_1-#25,0.078038491308689,0.009650752879679,0.098238245503872,0.8931143786477921
SOH_DeNN_fusion_tongji_task7_CY45-05_1-#26,0.076487146317958,0.009022688493132001,0.09498783339529601,0.8984498567100401
SOH_DeNN_fusion_tongji_task7_CY45-05_1-#27,0.08039651811122801,0.010561598464846,0.102769637854993,0.889277630644918
SOH_DeNN_fusion_tongji_task7_CY45-05_1-#28,0.07988964021205901,0.009851102717220001,0.09925272146002201,0.889171217482546
SOH_DeNN_fusion_tongji_task7_CY45-05_1-#3,0.091005459427833,0.012844403274357001,0.11333315170045001,0.7141924161070561
SOH_DeNN_fusion_tongji_task7_CY45-05_1-#4,0.08929941803216901,0.011554938741028,0.10749390094804501,0.7583171629070811
SOH_DeNN_fusion_tongji_task7_CY45-05_1-#5,0.09410248696804001,0.013271931558847,0.11520386954806401,0.6795310515867721
SOH_DeNN_fusion_tongji_task7_CY45-05_1-#6,0.108826629817485,0.016133548691868,0.127017906973264,0.670596002995622
SOH_DeNN_fusion_tongji_task7_CY45-05_1-#7,0.077220857143402,0.008403305895626,0.09166954726421701,0.8381266956209631
SOH_DeNN_fusion_tongji_task7_CY45-05_1-#8,0.087221555411815,0.009805452078580001,0.099022482692471,0.791578215248221
SOH_DeNN_fusion_tongji_task7_CY45-05_1-#9,0.077538236975669,0.008403247222304,0.09166922723741201,0.8368091768250221
0,0.0850834544481971,0.010813195507839933,0.10228098373244886,0.8285306633652162
