,mae,mse,rmse,r2
CY25-025_1-#7,26.500246047973633,1359.7169189453125,36.87433957300541,0.6312397054351451
CY25-05_1-#12,15.332925796508789,426.1970520019531,20.644540488999827,0.630333835823344
CY25-05_1-#18,17.078746795654297,516.0343017578125,22.71638839599756,0.757309285513692
CY25-05_1-#3,14.659687042236328,349.165771484375,18.685977937597354,0.8312469971425801
CY25-05_1-#5,22.089746475219727,915.8539428710938,30.263078872961582,0.556334237367853
CY25-1_1-#4,6.739134311676025,76.20954132080078,8.72980763366529,-0.5993087270238181
CY25-1_1-#5,4.462391853332519,24.471717834472656,4.94688971319077,0.32681774410062503
CY35-05_1-#1,48.11503219604492,3909.040283203125,62.52231828077974,0.7619233932398211
CY45-05_1-#1,64.78385925292969,7606.96240234375,87.21790184557153,0.7733579094273331
CY45-05_1-#11,48.73289108276367,4352.27490234375,65.97177352734842,0.843089908900978
CY45-05_1-#15,41.00973129272461,3052.57861328125,55.25014582135734,0.7863131645248711
CY45-05_1-#18,47.506439208984375,4233.13427734375,65.06254127640382,0.80173614942946
CY45-05_1-#25,44.53892517089844,3197.1552734375,56.54339283627664,0.9196827949093571
0,30.888442809765156,2309.1380767822266,41.18685355408887,0.6169289537531724
