,mae,mse,rmse,r2,exp_itr
SOH_task8_CRNN_hust_pseudo_1-1_task8,0.068463765084743,0.007725246250629001,0.08789338001595601,0.8723053612250851,20241.0
SOH_task8_CRNN_hust_pseudo_1-2_task8,0.014495072886347,0.00035160241532100004,0.018751064378359,0.995579642007083,20241.0
SOH_task8_CRNN_hust_pseudo_10-1_task8,0.015883594751358,0.000493818137329,0.022222019200087,0.9934490972671911,20241.0
SOH_task8_CRNN_hust_pseudo_10-4_task8,0.061406034976243,0.012389427050948,0.111307803189839,0.7890968968467951,20241.0
SOH_task8_CRNN_hust_pseudo_10-6_task8,0.024315690621733003,0.0011887477012350002,0.034478220679656,0.9849874498783151,20241.0
SOH_task8_CRNN_hust_pseudo_10-7_task8,0.015271333046257001,0.00040338400867700005,0.020084422039921,0.9946991941216661,20241.0
SOH_task8_CRNN_hust_pseudo_2-5_task8,0.021603209897875,0.000845452887006,0.029076672557328,0.9897192764910451,20241.0
SOH_task8_CRNN_hust_pseudo_3-1_task8,0.015497792512178001,0.00041937388596100005,0.020478620216246003,0.99408901461175,20241.0
SOH_task8_CRNN_hust_pseudo_4-5_task8,0.029534082859754004,0.002557297470048,0.050569728791521,0.9624391031079851,20241.0
SOH_task8_CRNN_hust_pseudo_5-3_task8,0.014171237125992001,0.00038119847886200004,0.019524304824055,0.9946047328568031,20241.0
SOH_task8_CRNN_hust_pseudo_6-1_task8,0.080876074731349,0.013507800176739,0.11622306215523501,0.767401099329817,20241.0
SOH_task8_CRNN_hust_pseudo_6-2_task8,0.015180024318397002,0.000392560032196,0.019813127774189,0.995346594992314,20241.0
SOH_task8_CRNN_hust_pseudo_6-6_task8,0.037815999239683006,0.002846532966941,0.053352909638946004,0.961700598823039,20241.0
SOH_task8_CRNN_hust_pseudo_6-8_task8,0.023262811824679003,0.0009484903421250001,0.030797570393219002,0.9876711173292261,20241.0
SOH_task8_CRNN_hust_pseudo_7-5_task8,0.018578443676233,0.0008610123186370001,0.029343011410508,0.9877934129108481,20241.0
SOH_task8_CRNN_hust_pseudo_7-6_task8,0.047703128308057,0.0056999912485480005,0.075498286394778,0.9158025290443731,20241.0
SOH_task8_CRNN_hust_pseudo_8-1_task8,0.061579909175634,0.007785503752529001,0.08823550165624701,0.8748624479968161,20241.0
SOH_task8_CRNN_hust_pseudo_8-5_task8,0.07193876802921201,0.014164132997393001,0.119013163126578,0.7239871115829141,20241.0
SOH_task8_CRNN_hust_pseudo_8-6_task8,0.013795962557196001,0.00037396876723500005,0.019338272085040003,0.9949730399233151,20241.0
SOH_task8_CRNN_hust_pseudo_8-8_task8,0.015714611858129002,0.00041638410766600003,0.020405492095661,0.994456025621378,20241.0
SOH_task8_CRNN_hust_pseudo_9-4_task8,0.022847129032015003,0.001038930495269,0.032232444760979,0.9851390999098871,20241.0
SOH_task8_CRNN_hust_pseudo_9-6_task8,0.048983398824930004,0.004681492224335,0.06842143103104201,0.9345460451030321,20241.0
0,0.03358718524263609,0.003612379441619501,0.04941184129160863,0.9406658586809402,
