,mae,mse,rmse,r2,exp_itr
RUL_task10_CRNN_xjtu_pseudo_3C_battery-10_task10,31.46654510498047,1781.3236083984375,42.205729568370664,-0.87184907169696,20241.0
RUL_task10_CRNN_xjtu_pseudo_3C_battery-11_task10,35.484703063964844,1904.7462158203125,43.64339830742231,-2.314978492924983,20241.0
RUL_task10_CRNN_xjtu_pseudo_3C_battery-12_task10,25.21630096435547,1425.4932861328125,37.75570534545491,0.16491206615635,20241.0
RUL_task10_CRNN_xjtu_pseudo_3C_battery-13_task10,25.81201934814453,1331.3167724609375,36.48721382156957,0.32880076687818205,20241.0
RUL_task10_CRNN_xjtu_pseudo_3C_battery-14_task10,37.44916915893555,2212.18017578125,47.033819489610345,-1.514572420125206,20241.0
RUL_task10_CRNN_xjtu_pseudo_3C_battery-15_task10,42.066802978515625,2844.926025390625,53.33784796362359,-1.9576149075856462,20241.0
RUL_task10_CRNN_xjtu_pseudo_3C_battery-1_task10,19.066064834594727,808.2200927734375,28.429211961878885,0.818682270373686,20241.0
RUL_task10_CRNN_xjtu_pseudo_3C_battery-2_task10,20.214336395263672,678.8960571289062,26.055633884611332,0.8319991713714211,20241.0
RUL_task10_CRNN_xjtu_pseudo_3C_battery-3_task10,25.979795455932617,1031.67236328125,32.11965696082774,0.776385114012328,20241.0
RUL_task10_CRNN_xjtu_pseudo_3C_battery-4_task10,20.676359176635742,712.591552734375,26.694410514832033,0.8756269201677631,20241.0
RUL_task10_CRNN_xjtu_pseudo_3C_battery-5_task10,23.986007690429688,1146.22119140625,33.85588857800442,0.7196718494709401,20241.0
RUL_task10_CRNN_xjtu_pseudo_3C_battery-6_task10,20.057218551635742,808.0496826171875,28.42621470785703,0.8444505694295971,20241.0
RUL_task10_CRNN_xjtu_pseudo_3C_battery-7_task10,21.758174896240234,679.6070556640625,26.06927416833968,0.8707396152841951,20241.0
RUL_task10_CRNN_xjtu_pseudo_3C_battery-8_task10,25.421689987182617,1351.7183837890625,36.76572294663961,0.5347663088436151,20241.0
RUL_task10_CRNN_xjtu_pseudo_3C_battery-9_task10,24.026639938354492,1482.7872314453125,38.506976399677406,0.69558117585636,20241.0
0,26.57878850301107,1346.6499796549479,35.82578030791464,0.05350672903410942,
