,mae,mse,rmse,r2,exp_itr
RUL_task1_CRNN_tri_pseudo_policy1C(4%)-6C_id9_cl300_task1,11.084580421447754,183.00465393066406,13.52792127160208,0.9771409184552161,20241.0
RUL_task1_CRNN_tri_pseudo_policy2C(10%)-6C_id10_cl148_task1,24.732837677001953,1115.2886962890625,33.39593832023682,-1.14818941202622,20241.0
RUL_task1_CRNN_tri_pseudo_policy2C(2%)-5C_id11_cl438_task1,10.623318672180176,183.72825622558594,13.554639656795969,0.9885002530140391,20241.0
RUL_task1_CRNN_tri_pseudo_policy2C(7%)-5.5C_id12_cl335_task1,13.079545974731445,271.8137512207031,16.486775040034455,0.9722803095473761,20241.0
RUL_task1_CRNN_tri_pseudo_policy3.6C(22%)-5.5C_id13_cl444_task1,12.886774063110352,270.8220520019531,16.456671960088197,0.9833946797824161,20241.0
RUL_task1_CRNN_tri_pseudo_policy4.4C(55%)-6C_id19_cl461_task1,13.534464836120605,281.4286804199219,16.77583620627961,0.984768263463309,20241.0
RUL_task1_CRNN_tri_pseudo_policy4.9C(27%)-4.75C_id24_cl468_task1,10.463380813598633,215.3432159423828,14.674577198079092,0.9879825277244381,20241.0
RUL_task1_CRNN_tri_pseudo_policy4C(31%)-5C_id28_cl458_task1,14.357720375061035,407.3767395019531,20.183575984001276,0.9774129807863431,20241.0
RUL_task1_CRNN_tri_pseudo_policy5.2C(71%)-3C_id36_cl463_task1,7.598891258239746,91.43199157714844,9.562007716852587,0.9949853029773221,20241.0
RUL_task1_CRNN_tri_pseudo_policy5.6C(47%)-4C_id39_cl465_task1,7.390411853790283,96.29698181152344,9.813102557882672,0.9945597760700061,20241.0
RUL_task1_CRNN_tri_pseudo_policy5.6C(58%)-3.5C_id40_cl459_task1,5.8174028396606445,62.911991119384766,7.931707957267764,0.996395962723515,20241.0
RUL_task1_CRNN_tri_pseudo_policy5.6C(65%)-3C_id42_cl429_task1,18.2628173828125,617.287353515625,24.845268231911383,0.9561192589878621,20241.0
RUL_task1_CRNN_tri_pseudo_policy6C(20%)-4.5C_id43_cl466_task1,16.44148063659668,540.5540771484375,23.24981886270165,0.9695022335498211,20241.0
RUL_task1_CRNN_tri_pseudo_policy6C(31%)-4.25C_id44_cl462_task1,17.976699829101562,593.294921875,24.35764606596869,0.9649341451060891,20241.0
RUL_task1_CRNN_tri_pseudo_policy6C(40%)-4C_id45_cl457_task1,17.89739227294922,654.0586547851562,25.574570471176173,0.9618071021126531,20241.0
RUL_task1_CRNN_tri_pseudo_policy6C(52%)-3.5C_id47_cl429_task1,16.42109489440918,475.228515625,21.79973659531234,0.9696736626893291,20241.0
0,13.660550862550735,378.7419083118439,18.261862131011924,0.8457042478102197,
