,mae,mse,rmse,r2,exp_itr
soh_task10_iTransformer_xjtu_pseudo_3C_battery-10_task10,0.603965282440185,0.420938402414321,0.648797631263732,-83.40853118896484,20241.0
soh_task10_iTransformer_xjtu_pseudo_3C_battery-11_task10,0.6465965509414671,0.47677126526832503,0.6904862523078911,-93.86034393310547,20241.0
soh_task10_iTransformer_xjtu_pseudo_3C_battery-12_task10,0.46621343493461603,0.23900325596332503,0.48887959122657704,-17.806291580200195,20241.0
soh_task10_iTransformer_xjtu_pseudo_3C_battery-13_task10,0.48120856285095204,0.25495392084121704,0.504929602146148,-23.289743423461914,20241.0
soh_task10_iTransformer_xjtu_pseudo_3C_battery-14_task10,0.6073619127273561,0.41999149322509705,0.648067533969879,-81.66706848144531,20241.0
soh_task10_iTransformer_xjtu_pseudo_3C_battery-15_task10,0.587365627288818,0.40402418375015203,0.6356289386749261,-86.84806823730469,20241.0
soh_task10_iTransformer_xjtu_pseudo_3C_battery-1_task10,0.23622095584869301,0.05943782255053501,0.24379873275756803,-0.774121403694152,20241.0
soh_task10_iTransformer_xjtu_pseudo_3C_battery-2_task10,0.38215550780296303,0.155750602483749,0.39465251564979503,-8.343989372253418,20241.0
soh_task10_iTransformer_xjtu_pseudo_3C_battery-3_task10,0.28178283572196905,0.09477414935827201,0.307854115962982,-1.019657135009765,20241.0
soh_task10_iTransformer_xjtu_pseudo_3C_battery-4_task10,0.226522803306579,0.055270727723836004,0.23509727418422702,-0.721743106842041,20241.0
soh_task10_iTransformer_xjtu_pseudo_3C_battery-5_task10,0.270868092775344,0.07832495868206,0.27986598014831504,-1.666062355041504,20241.0
soh_task10_iTransformer_xjtu_pseudo_3C_battery-6_task10,0.31340730190277105,0.10531266778707501,0.324519127607345,-2.9772629737854,20241.0
soh_task10_iTransformer_xjtu_pseudo_3C_battery-7_task10,0.215032324194908,0.054014921188354006,0.23241110146045602,-0.24972772598266602,20241.0
soh_task10_iTransformer_xjtu_pseudo_3C_battery-8_task10,0.38018709421157804,0.15282130241394,0.39092364907264704,-8.24878215789795,20241.0
soh_task10_iTransformer_xjtu_pseudo_3C_battery-9_task10,0.35851404070854104,0.14218498766422202,0.37707424163818304,-6.501845836639404,20241.0
0,0.40382682184378266,0.20757164408763198,0.42686575253804476,-27.825549260775247,
