,mae,mse,rmse,r2,exp_itr
rul_task6_iTransformer_tongji_nca_CY25-025_1-#7_task6,31.660852432250977,1386.6920166015625,37.23831558227539,0.072712957859039,20241.0
rul_task6_iTransformer_tongji_nca_CY25-05_1-#12_task6,22.232967376708984,627.31591796875,25.046276092529297,0.6824598312377931,20241.0
rul_task6_iTransformer_tongji_nca_CY25-05_1-#18_task6,41.44633102416992,2257.449951171875,47.512630462646484,-0.259324312210083,20241.0
rul_task6_iTransformer_tongji_nca_CY25-05_1-#3_task6,44.26625061035156,2653.593017578125,51.513038635253906,-0.5038102865219111,20241.0
rul_task6_iTransformer_tongji_nca_CY25-05_1-#5_task6,57.3527946472168,4331.06005859375,65.810791015625,-0.9991219043731691,20241.0
rul_task6_iTransformer_tongji_nca_CY25-1_1-#4_task6,19.827980041503906,439.1695556640625,20.95637321472168,-1.6620745658874512,20241.0
rul_task6_iTransformer_tongji_nca_CY25-1_1-#5_task6,23.428329467773438,615.177978515625,24.80278205871582,-2.033629179000854,20241.0
rul_task6_iTransformer_tongji_nca_CY35-05_1-#1_task6,37.62650680541992,1582.5421142578125,39.78117752075195,0.896625101566314,20241.0
rul_task6_iTransformer_tongji_nca_CY45-05_1-#11_task6,64.99847412109375,5834.134765625,76.38150787353516,0.587740838527679,20241.0
rul_task6_iTransformer_tongji_nca_CY45-05_1-#15_task6,56.32875442504883,4509.8544921875,67.15544891357422,0.354792535305023,20241.0
rul_task6_iTransformer_tongji_nca_CY45-05_1-#18_task6,68.90231323242188,7353.53662109375,85.75276184082031,0.23991978168487502,20241.0
rul_task6_iTransformer_tongji_nca_CY45-05_1-#1_task6,63.77619552612305,5379.25,73.34336853027344,0.726988673210144,20241.0
rul_task6_iTransformer_tongji_nca_CY45-05_1-#25_task6,70.71953582763672,6560.29345703125,80.99563598632812,0.665529727935791,20241.0
0,46.35132965674767,3348.4669189453125,53.560777517465446,-0.09470698466667776,
