,mae,mse,rmse,r2,exp_itr
rul_task8_iTransformer_hust_pseudo_HUST_1-1_task8,463.9571228027344,310556.3125,557.2758178710938,-2.800630807876587,20241.0
rul_task8_iTransformer_hust_pseudo_HUST_1-2_task8,394.7259216308594,263573.03125,513.3936157226562,0.543447732925415,20241.0
rul_task8_iTransformer_hust_pseudo_HUST_10-1_task8,243.56414794921875,80622.015625,283.9401550292969,0.7292906641960141,20241.0
rul_task8_iTransformer_hust_pseudo_HUST_10-4_task8,219.86233520507812,68894.0,262.4766540527344,0.7697756290435791,20241.0
rul_task8_iTransformer_hust_pseudo_HUST_10-6_task8,231.286865234375,103308.9140625,321.41705322265625,0.7965071797370911,20241.0
rul_task8_iTransformer_hust_pseudo_HUST_10-7_task8,159.6958770751953,40667.04296875,201.66070556640625,0.8893163800239561,20241.0
rul_task8_iTransformer_hust_pseudo_HUST_2-5_task8,190.4408416748047,54929.0234375,234.36941528320312,0.587161064147949,20241.0
rul_task8_iTransformer_hust_pseudo_HUST_3-1_task8,213.6962432861328,68706.7421875,262.1197204589844,0.8669691085815431,20241.0
rul_task8_iTransformer_hust_pseudo_HUST_4-5_task8,252.73974609375,85683.1953125,292.7169189453125,0.5997743606567381,20241.0
rul_task8_iTransformer_hust_pseudo_HUST_5-3_task8,275.51556396484375,135872.78125,368.6092529296875,0.7957495450973511,20241.0
rul_task8_iTransformer_hust_pseudo_HUST_6-1_task8,477.0780029296875,339408.5625,582.5878295898438,-2.523754119873047,20241.0
rul_task8_iTransformer_hust_pseudo_HUST_6-2_task8,230.6274871826172,74509.0625,272.9634704589844,0.765638470649719,20241.0
rul_task8_iTransformer_hust_pseudo_HUST_6-6_task8,276.977294921875,105574.109375,324.92169189453125,0.6517703533172601,20241.0
rul_task8_iTransformer_hust_pseudo_HUST_6-8_task8,160.2274932861328,35995.65234375,189.72520446777344,0.9458987712860101,20241.0
rul_task8_iTransformer_hust_pseudo_HUST_7-5_task8,323.33465576171875,163595.3125,404.46917724609375,-4.194638252258301,20241.0
rul_task8_iTransformer_hust_pseudo_HUST_7-6_task8,335.5795593261719,143220.25,378.44451904296875,-0.044991850852966,20241.0
rul_task8_iTransformer_hust_pseudo_HUST_8-1_task8,338.0751037597656,158805.8125,398.50445556640625,-1.190630674362182,20241.0
rul_task8_iTransformer_hust_pseudo_HUST_8-5_task8,421.7931213378906,250255.375,500.25531005859375,-5.413753509521484,20241.0
rul_task8_iTransformer_hust_pseudo_HUST_8-6_task8,363.9671325683594,231269.15625,480.9045104980469,0.46135127544403004,20241.0
rul_task8_iTransformer_hust_pseudo_HUST_8-8_task8,195.29930114746094,59872.30859375,244.6881866455078,0.8374586701393121,20241.0
rul_task8_iTransformer_hust_pseudo_HUST_9-4_task8,276.17138671875,107185.1875,327.3914794921875,0.815243184566497,20241.0
rul_task8_iTransformer_hust_pseudo_HUST_9-6_task8,228.5259246826172,71847.2109375,268.0433044433594,0.8468379974365231,20241.0
0,285.1427785700018,134288.6844815341,348.67629311301494,-0.19391858306798088,
