,mae,mse,rmse,r2,exp_itr
rul_task7_iTransformer_tongji_ncm_CY45-05_1-#10_task7,28.403100967407227,1040.1221923828125,32.25092697143555,0.869528532028198,20241.0
rul_task7_iTransformer_tongji_ncm_CY45-05_1-#11_task7,101.29353332519531,13069.853515625,114.3234634399414,0.7904952764511101,20241.0
rul_task7_iTransformer_tongji_ncm_CY45-05_1-#12_task7,111.12244415283203,16014.1123046875,126.546875,0.752291500568389,20241.0
rul_task7_iTransformer_tongji_ncm_CY45-05_1-#13_task7,134.914794921875,23890.6640625,154.56605529785156,0.693009138107299,20241.0
rul_task7_iTransformer_tongji_ncm_CY45-05_1-#14_task7,125.84443664550781,20664.18359375,143.75042724609375,0.7313098311424251,20241.0
rul_task7_iTransformer_tongji_ncm_CY45-05_1-#15_task7,32.481163024902344,1428.12841796875,37.790584564208984,0.805363953113555,20241.0
rul_task7_iTransformer_tongji_ncm_CY45-05_1-#16_task7,42.914974212646484,2121.378662109375,46.05842590332031,0.9208438396453851,20241.0
rul_task7_iTransformer_tongji_ncm_CY45-05_1-#17_task7,40.65423583984375,1958.840087890625,44.258785247802734,0.9256714582443231,20241.0
rul_task7_iTransformer_tongji_ncm_CY45-05_1-#18_task7,41.28434753417969,1963.449951171875,44.31083297729492,0.926560163497924,20241.0
rul_task7_iTransformer_tongji_ncm_CY45-05_1-#19_task7,107.82808685302734,14841.9970703125,121.8277359008789,0.764203906059265,20241.0
rul_task7_iTransformer_tongji_ncm_CY45-05_1-#1_task7,29.575580596923828,1096.7938232421875,33.11787796020508,0.8998888731002801,20241.0
rul_task7_iTransformer_tongji_ncm_CY45-05_1-#20_task7,111.0113296508789,15914.7080078125,126.15351104736328,0.750406980514526,20241.0
rul_task7_iTransformer_tongji_ncm_CY45-05_1-#21_task7,136.0390625,24053.373046875,155.09149169921875,0.7146975994110101,20241.0
rul_task7_iTransformer_tongji_ncm_CY45-05_1-#22_task7,130.13839721679688,22063.24609375,148.53701782226562,0.712107360363006,20241.0
rul_task7_iTransformer_tongji_ncm_CY45-05_1-#23_task7,103.29988098144531,13012.53125,114.07247924804688,0.8353726863861081,20241.0
rul_task7_iTransformer_tongji_ncm_CY45-05_1-#24_task7,139.24887084960938,25441.224609375,159.5030517578125,0.6937314271926881,20241.0
rul_task7_iTransformer_tongji_ncm_CY45-05_1-#25_task7,165.513427734375,36631.77734375,191.39430236816406,0.6147054433822631,20241.0
rul_task7_iTransformer_tongji_ncm_CY45-05_1-#26_task7,133.73367309570312,23431.78515625,153.07444763183594,0.6943700313568111,20241.0
rul_task7_iTransformer_tongji_ncm_CY45-05_1-#27_task7,169.26414489746094,38235.12890625,195.53805541992188,0.596906185150146,20241.0
rul_task7_iTransformer_tongji_ncm_CY45-05_1-#28_task7,145.1064910888672,27867.046875,166.93426513671875,0.663176417350769,20241.0
rul_task7_iTransformer_tongji_ncm_CY45-05_1-#2_task7,27.638185501098633,972.7434692382812,31.18883514404297,0.9143100380897521,20241.0
rul_task7_iTransformer_tongji_ncm_CY45-05_1-#3_task7,20.758560180664062,676.3616333007812,26.006954193115234,0.5372406244277951,20241.0
rul_task7_iTransformer_tongji_ncm_CY45-05_1-#4_task7,21.106626510620117,696.1822509765625,26.385265350341797,0.512492060661315,20241.0
rul_task7_iTransformer_tongji_ncm_CY45-05_1-#5_task7,21.004199981689453,683.5935668945312,26.14562225341797,0.5234214067459101,20241.0
rul_task7_iTransformer_tongji_ncm_CY45-05_1-#6_task7,21.888952255249023,773.8290405273438,27.81778335571289,0.41367566585540705,20241.0
rul_task7_iTransformer_tongji_ncm_CY45-05_1-#7_task7,25.289100646972656,824.562255859375,28.715192794799805,0.904989600181579,20241.0
rul_task7_iTransformer_tongji_ncm_CY45-05_1-#8_task7,26.535696029663086,899.27099609375,29.98784828186035,0.8930971026420591,20241.0
rul_task7_iTransformer_tongji_ncm_CY45-05_1-#9_task7,26.91824722290039,927.9578247070312,30.462400436401367,0.8886114954948421,20241.0
0,79.31469801494053,11828.387357439313,90.56466123035976,0.7479456641844339,
