,mae,mse,rmse,r2
policy1C(4%)-6C_id9_cl300,17.459901809692383,511.17010498046875,22.60907129849585,0.908432959669753
policy2C(10%)-6C_id10_cl148,10.637858390808105,149.07180786132812,12.209496626041883,0.892147193454432
policy2C(2%)-5C_id11_cl438,23.780797958374023,893.5669555664062,29.89259031208915,0.9500438874609901
policy2C(7%)-5.5C_id12_cl335,28.7398738861084,1177.6510009765625,34.316920039195864,0.8999119419593361
policy3.6C(22%)-5.5C_id13_cl444,18.776363372802734,510.540283203125,22.59513848603555,0.972850105259
policy4.4C(55%)-6C_id19_cl461,35.31060791015625,1905.495361328125,43.65198003903288,0.8831049182248181
policy4.9C(27%)-4.75C_id24_cl468,12.90805721282959,275.0961608886719,16.586023058246116,0.9850851152441781
policy4C(31%)-5C_id28_cl458,26.615346908569336,980.178466796875,31.3078020115893,0.951940532662023
policy5.2C(71%)-3C_id36_cl463,22.131206512451172,657.291259765625,25.637692169257843,0.9663084715897651
policy5.6C(47%)-4C_id39_cl465,10.866361618041992,183.08859252929688,13.531023336366577,0.9895317032191091
policy5.6C(58%)-3.5C_id40_cl459,17.176958084106445,387.807373046875,19.692825420616387,0.977678736689063
policy5.6C(65%)-3C_id42_cl429,53.25777053833008,4042.27978515625,63.578925637008446,0.7186939409531521
policy6C(20%)-4.5C_id43_cl466,43.15854263305664,2959.019775390625,54.39687284569422,0.8373921255002701
policy6C(31%)-4.25C_id44_cl462,32.3762321472168,1847.7406005859375,42.98535332628938,0.90043593360782
policy6C(40%)-4C_id45_cl457,32.87596893310547,1739.3475341796875,41.70548566051818,0.9039480169962031
policy6C(52%)-3.5C_id47_cl429,46.97613525390625,3304.891845703125,57.48818874954337,0.7684830074058551
0,27.06549894809723,1345.2648067474365,33.26158681350132,0.9066242868684855
